start_tr	end_tr	start_s	end_s	label_ternary
0	2	0.0	4.2	1
2	5	4.2	10.5	-1
5	9	10.5	18.900000000000002	1
9	10	18.900000000000002	21.0	0
10	12	21.0	25.200000000000003	-1
12	16	25.200000000000003	33.6	0
16	23	33.6	48.300000000000004	-1
23	25	48.300000000000004	52.5	0
25	40	52.5	84.0	1
40	42	84.0	88.2	0
42	43	88.2	90.3	-1
43	45	90.3	94.5	1
45	48	94.5	100.80000000000001	0
48	50	100.80000000000001	105.0	-1
50	53	105.0	111.30000000000001	0
53	58	111.30000000000001	121.80000000000001	1
58	59	121.80000000000001	123.9	0
59	65	123.9	136.5	1
65	66	136.5	138.6	0
66	85	138.6	178.5	1
85	87	178.5	182.70000000000002	0
87	90	182.70000000000002	189.0	-1
90	95	189.0	199.5	0
95	102	199.5	214.20000000000002	-1
102	109	214.20000000000002	228.9	1
109	110	228.9	231.0	0
110	116	231.0	243.60000000000002	-1
116	118	243.60000000000002	247.8	0
118	119	247.8	249.9	-1
119	120	249.9	252.0	0
120	124	252.0	260.40000000000003	1
124	125	260.40000000000003	262.5	0
125	127	262.5	266.7	-1
127	132	266.7	277.2	0
132	140	277.2	294.0	1
140	141	294.0	296.1	0
141	146	296.1	306.6	1
146	153	306.6	321.3	0
153	165	321.3	346.5	1
165	169	346.5	354.90000000000003	0
169	174	354.90000000000003	365.40000000000003	1
174	175	365.40000000000003	367.5	0
175	179	367.5	375.90000000000003	-1
179	183	375.90000000000003	384.3	0
183	187	384.3	392.7	-1
187	189	392.7	396.90000000000003	0
189	192	396.90000000000003	403.20000000000005	1
192	201	403.20000000000005	422.1	0
201	203	422.1	426.3	1
203	206	426.3	432.6	0
206	212	432.6	445.20000000000005	-1
212	216	445.20000000000005	453.6	0
216	227	453.6	476.70000000000005	-1
227	231	476.70000000000005	485.1	0
231	242	485.1	508.20000000000005	-1
242	247	508.20000000000005	518.7	0
247	253	518.7	531.3000000000001	-1
253	255	531.3000000000001	535.5	0
255	257	535.5	539.7	-1
257	258	539.7	541.8000000000001	0
258	260	541.8000000000001	546.0	-1
260	261	546.0	548.1	0
261	263	548.1	552.3000000000001	1
263	267	552.3000000000001	560.7	0
267	268	560.7	562.8000000000001	-1
268	270	562.8000000000001	567.0	0
270	271	567.0	569.1	-1
271	273	569.1	573.3000000000001	0
273	275	573.3000000000001	577.5	1
275	277	577.5	581.7	0
277	278	581.7	583.8000000000001	1
278	279	583.8000000000001	585.9	-1
279	284	585.9	596.4	0
284	287	596.4	602.7	-1
287	292	602.7	613.2	0
292	293	613.2	615.3000000000001	1
293	294	615.3000000000001	617.4	0
294	301	617.4	632.1	1
301	306	632.1	642.6	0
306	307	642.6	644.7	1
307	311	644.7	653.1	0
311	312	653.1	655.2	-1
312	316	655.2	663.6	0
316	321	663.6	674.1	1
321	322	674.1	676.2	0
322	332	676.2	697.2	-1
332	337	697.2	707.7	1
337	350	707.7	735.0	-1
350	356	735.0	747.6	0
356	361	747.6	758.1	-1
361	368	758.1	772.8000000000001	0
368	372	772.8000000000001	781.2	-1
372	374	781.2	785.4	0
374	377	785.4	791.7	1
377	378	791.7	793.8000000000001	0
378	389	793.8000000000001	816.9000000000001	-1
389	392	816.9000000000001	823.2	0
392	396	823.2	831.6	-1
396	397	831.6	833.7	0
397	401	833.7	842.1	1
401	402	842.1	844.2	0
402	403	844.2	846.3000000000001	-1
403	404	846.3000000000001	848.4000000000001	0
404	409	848.4000000000001	858.9000000000001	1
