start_tr	end_tr	start_s	end_s	label_ternary
0	6	0.0	12.600000000000001	-1
6	9	12.600000000000001	18.900000000000002	0
9	15	18.900000000000002	31.5	1
15	18	31.5	37.800000000000004	0
18	19	37.800000000000004	39.9	-1
19	22	39.9	46.2	0
22	23	46.2	48.300000000000004	-1
23	24	48.300000000000004	50.400000000000006	0
24	25	50.400000000000006	52.5	1
25	26	52.5	54.6	0
26	37	54.6	77.7	1
37	38	77.7	79.8	0
38	39	79.8	81.9	1
39	40	81.9	84.0	0
40	41	84.0	86.10000000000001	1
41	43	86.10000000000001	90.3	0
43	52	90.3	109.2	1
52	54	109.2	113.4	0
54	55	113.4	115.5	-1
55	58	115.5	121.80000000000001	0
58	61	121.80000000000001	128.1	1
61	62	128.1	130.20000000000002	0
62	64	130.20000000000002	134.4	-1
64	65	134.4	136.5	0
65	69	136.5	144.9	1
69	71	144.9	149.1	0
71	72	149.1	151.20000000000002	1
72	73	151.20000000000002	153.3	0
73	74	153.3	155.4	-1
74	76	155.4	159.6	0
76	77	159.6	161.70000000000002	-1
77	78	161.70000000000002	163.8	0
78	79	163.8	165.9	1
79	80	165.9	168.0	0
80	83	168.0	174.3	1
83	84	174.3	176.4	0
84	85	176.4	178.5	1
85	87	178.5	182.70000000000002	0
87	89	182.70000000000002	186.9	1
89	90	186.9	189.0	0
90	91	189.0	191.1	1
91	102	191.1	214.20000000000002	-1
102	103	214.20000000000002	216.3	0
103	105	216.3	220.5	-1
105	107	220.5	224.70000000000002	0
107	108	224.70000000000002	226.8	-1
108	109	226.8	228.9	0
109	118	228.9	247.8	-1
118	121	247.8	254.10000000000002	0
121	122	254.10000000000002	256.2	-1
122	125	256.2	262.5	0
125	126	262.5	264.6	-1
126	127	264.6	266.7	0
127	135	266.7	283.5	1
135	137	283.5	287.7	0
137	140	287.7	294.0	-1
140	141	294.0	296.1	0
141	142	296.1	298.2	-1
142	143	298.2	300.3	0
143	145	300.3	304.5	1
145	147	304.5	308.7	0
147	153	308.7	321.3	-1
153	154	321.3	323.40000000000003	0
154	156	323.40000000000003	327.6	1
156	158	327.6	331.8	0
158	160	331.8	336.0	1
160	163	336.0	342.3	0
163	167	342.3	350.7	-1
167	169	350.7	354.90000000000003	0
169	170	354.90000000000003	357.0	1
170	172	357.0	361.2	0
172	178	361.2	373.8	-1
178	179	373.8	375.90000000000003	0
179	181	375.90000000000003	380.1	-1
181	182	380.1	382.2	0
182	187	382.2	392.7	1
187	188	392.7	394.8	-1
188	191	394.8	401.1	0
191	196	401.1	411.6	1
196	197	411.6	413.70000000000005	-1
197	198	413.70000000000005	415.8	0
198	203	415.8	426.3	-1
203	207	426.3	434.70000000000005	0
207	208	434.70000000000005	436.8	1
208	209	436.8	438.90000000000003	0
209	210	438.90000000000003	441.0	1
210	211	441.0	443.1	0
211	212	443.1	445.20000000000005	1
212	213	445.20000000000005	447.3	-1
213	214	447.3	449.40000000000003	0
214	215	449.40000000000003	451.5	-1
215	216	451.5	453.6	0
216	217	453.6	455.70000000000005	-1
217	218	455.70000000000005	457.8	1
218	220	457.8	462.0	0
220	221	462.0	464.1	1
221	222	464.1	466.20000000000005	0
222	223	466.20000000000005	468.3	-1
223	224	468.3	470.40000000000003	0
224	226	470.40000000000003	474.6	-1
226	228	474.6	478.8	0
228	233	478.8	489.3	-1
233	237	489.3	497.70000000000005	0
237	238	497.70000000000005	499.8	-1
238	246	499.8	516.6	1
246	250	516.6	525.0	-1
