fmri_tr_index	t_start_s	t_end_s	vigilance_score	label_ternary
0	0.0	2.1	0.05277703881301507	1
1	2.1	4.2	0.04645547283196329	0
2	4.2	6.300000000000001	0.04117015759251083	0
3	6.300000000000001	8.4	0.02931419939567309	-1
4	8.4	10.5	0.037482649923994776	-1
5	10.5	12.600000000000001	0.04837381577561013	0
6	12.600000000000001	14.700000000000001	0.06843715697955743	1
7	14.700000000000001	16.8	0.06095254712461069	1
8	16.8	18.900000000000002	0.05402580766104583	1
9	18.900000000000002	21.0	0.05178577768521253	0
10	21.0	23.1	0.04976065817867267	0
11	23.1	25.200000000000003	0.02886283517040644	-1
12	25.200000000000003	27.3	0.029188142888821628	-1
13	27.3	29.400000000000002	0.02961404886203939	-1
14	29.400000000000002	31.5	0.0273107723175493	-1
15	31.5	33.6	0.023926675091807965	-1
16	33.6	35.7	0.021225459224868612	-1
17	35.7	37.800000000000004	0.030449646150625124	-1
18	37.800000000000004	39.9	0.029496590643019748	-1
19	39.9	42.0	0.029477524085702457	-1
20	42.0	44.1	0.028438106657270187	-1
21	44.1	46.2	0.036682145168125964	-1
22	46.2	48.300000000000004	0.030558495668935953	-1
23	48.300000000000004	50.400000000000006	0.04732701337767987	0
24	50.400000000000006	52.5	0.054492299898194575	1
25	52.5	54.6	0.060255118954410256	1
26	54.6	56.7	0.05394586084934767	1
27	56.7	58.800000000000004	0.0664780412582564	1
28	58.800000000000004	60.900000000000006	0.05630259625120228	1
29	60.900000000000006	63.0	0.05663712941075513	1
30	63.0	65.10000000000001	0.06158473997772769	1
31	65.10000000000001	67.2	0.06157136542220558	1
32	67.2	69.3	0.04930848686000698	0
33	69.3	71.4	0.0534141114905319	1
34	71.4	73.5	0.05165688453477033	0
35	73.5	75.60000000000001	0.0419411816422824	0
36	75.60000000000001	77.7	0.04400825927318041	0
37	77.7	79.8	0.04738161757389275	0
38	79.8	81.9	0.0600303695600867	1
39	81.9	84.0	0.06475499503883911	1
40	84.0	86.10000000000001	0.06471258222847545	1
41	86.10000000000001	88.2	0.0810461456393909	1
42	88.2	90.3	0.07730267236237755	1
43	90.3	92.4	0.0594098909349402	1
44	92.4	94.5	0.05871089346662246	1
45	94.5	96.60000000000001	0.06400100375791691	1
46	96.60000000000001	98.7	0.04471109188869449	0
47	98.7	100.80000000000001	0.04638214225256927	0
48	100.80000000000001	102.9	0.05167645828001315	0
49	102.9	105.0	0.04733442567658185	0
50	105.0	107.10000000000001	0.04454380610973649	0
51	107.10000000000001	109.2	0.052327973740420905	1
52	109.2	111.30000000000001	0.05254015884404144	1
53	111.30000000000001	113.4	0.0448551667578045	0
54	113.4	115.5	0.07050631940892572	1
55	115.5	117.60000000000001	0.06671831570807113	1
56	117.60000000000001	119.7	0.06602679155963956	1
57	119.7	121.80000000000001	0.06656105844576565	1
58	121.80000000000001	123.9	0.0750711441883966	1
59	123.9	126.0	0.04953782856502249	0
60	126.0	128.1	0.05243904515668244	1
61	128.1	130.20000000000002	0.05873407971702266	1
62	130.20000000000002	132.3	0.06397231216730098	1
63	132.3	134.4	0.06122780151787602	1
