start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	0
1	5	2.1	10.5	-1
5	6	10.5	12.600000000000001	0
6	7	12.600000000000001	14.700000000000001	1
7	11	14.700000000000001	23.1	0
11	18	23.1	37.800000000000004	1
18	25	37.800000000000004	52.5	0
25	29	52.5	60.900000000000006	1
29	31	60.900000000000006	65.10000000000001	0
31	35	65.10000000000001	73.5	-1
35	44	73.5	92.4	0
44	46	92.4	96.60000000000001	-1
46	47	96.60000000000001	98.7	0
47	52	98.7	109.2	1
52	54	109.2	113.4	0
54	58	113.4	121.80000000000001	-1
58	62	121.80000000000001	130.20000000000002	0
62	65	130.20000000000002	136.5	-1
65	67	136.5	140.70000000000002	0
67	68	140.70000000000002	142.8	1
68	70	142.8	147.0	0
70	75	147.0	157.5	-1
75	76	157.5	159.6	0
76	83	159.6	174.3	-1
83	84	174.3	176.4	0
84	85	176.4	178.5	-1
85	92	178.5	193.20000000000002	0
92	96	193.20000000000002	201.60000000000002	-1
96	97	201.60000000000002	203.70000000000002	0
97	103	203.70000000000002	216.3	1
103	111	216.3	233.10000000000002	-1
111	126	233.10000000000002	264.6	1
126	129	264.6	270.90000000000003	0
129	144	270.90000000000003	302.40000000000003	1
144	147	302.40000000000003	308.7	0
147	148	308.7	310.8	-1
148	153	310.8	321.3	1
153	154	321.3	323.40000000000003	0
154	157	323.40000000000003	329.7	1
157	161	329.7	338.1	0
161	166	338.1	348.6	-1
166	174	348.6	365.40000000000003	0
174	177	365.40000000000003	371.7	-1
177	178	371.7	373.8	0
178	186	373.8	390.6	1
186	187	390.6	392.7	0
187	188	392.7	394.8	1
188	190	394.8	399.0	0
190	195	399.0	409.5	1
195	197	409.5	413.70000000000005	0
197	200	413.70000000000005	420.0	-1
200	211	420.0	443.1	1
211	212	443.1	445.20000000000005	0
212	229	445.20000000000005	480.90000000000003	-1
229	231	480.90000000000003	485.1	0
231	232	485.1	487.20000000000005	-1
232	237	487.20000000000005	497.70000000000005	0
237	243	497.70000000000005	510.3	-1
243	250	510.3	525.0	0
250	251	525.0	527.1	-1
251	252	527.1	529.2	0
252	254	529.2	533.4	-1
254	256	533.4	537.6	0
256	263	537.6	552.3000000000001	-1
263	264	552.3000000000001	554.4	0
264	266	554.4	558.6	-1
266	269	558.6	564.9	0
269	272	564.9	571.2	1
272	273	571.2	573.3000000000001	0
