start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	0
1	39	2.1	81.9	-1
39	44	81.9	92.4	0
44	56	92.4	117.60000000000001	-1
56	57	117.60000000000001	119.7	0
57	74	119.7	155.4	-1
74	79	155.4	165.9	0
79	86	165.9	180.6	-1
86	92	180.6	193.20000000000002	0
92	98	193.20000000000002	205.8	-1
98	107	205.8	224.70000000000002	0
107	110	224.70000000000002	231.0	1
110	113	231.0	237.3	0
113	118	237.3	247.8	-1
118	123	247.8	258.3	0
123	124	258.3	260.40000000000003	-1
124	127	260.40000000000003	266.7	0
127	128	266.7	268.8	1
128	134	268.8	281.40000000000003	0
134	135	281.40000000000003	283.5	-1
135	145	283.5	304.5	1
145	148	304.5	310.8	0
148	166	310.8	348.6	1
166	169	348.6	354.90000000000003	-1
169	180	354.90000000000003	378.0	1
180	184	378.0	386.40000000000003	0
184	189	386.40000000000003	396.90000000000003	1
189	193	396.90000000000003	405.3	0
193	198	405.3	415.8	1
198	216	415.8	453.6	0
216	217	453.6	455.70000000000005	-1
217	220	455.70000000000005	462.0	0
220	222	462.0	466.20000000000005	1
222	223	466.20000000000005	468.3	0
223	229	468.3	480.90000000000003	1
229	232	480.90000000000003	487.20000000000005	0
232	237	487.20000000000005	497.70000000000005	1
237	242	497.70000000000005	508.20000000000005	0
242	244	508.20000000000005	512.4	-1
244	250	512.4	525.0	1
250	252	525.0	529.2	0
252	258	529.2	541.8000000000001	1
258	261	541.8000000000001	548.1	0
261	262	548.1	550.2	1
262	263	550.2	552.3000000000001	0
263	269	552.3000000000001	564.9	1
269	271	564.9	569.1	0
271	272	569.1	571.2	-1
272	273	571.2	573.3000000000001	0
273	282	573.3000000000001	592.2	1
282	283	592.2	594.3000000000001	0
