start_tr	end_tr	start_s	end_s	label_ternary
0	2	0.0	4.2	1
2	3	4.2	6.300000000000001	-1
3	13	6.300000000000001	27.3	1
13	14	27.3	29.400000000000002	0
14	15	29.400000000000002	31.5	-1
15	16	31.5	33.6	0
16	26	33.6	54.6	1
26	27	54.6	56.7	0
27	29	56.7	60.900000000000006	-1
29	31	60.900000000000006	65.10000000000001	0
31	32	65.10000000000001	67.2	-1
32	33	67.2	69.3	0
33	35	69.3	73.5	-1
35	37	73.5	77.7	0
37	39	77.7	81.9	1
39	41	81.9	86.10000000000001	0
41	42	86.10000000000001	88.2	-1
42	46	88.2	96.60000000000001	0
46	47	96.60000000000001	98.7	1
47	52	98.7	109.2	-1
52	55	109.2	115.5	0
55	61	115.5	128.1	1
61	66	128.1	138.6	0
66	67	138.6	140.70000000000002	-1
67	73	140.70000000000002	153.3	0
73	78	153.3	163.8	1
78	83	163.8	174.3	-1
83	85	174.3	178.5	0
85	86	178.5	180.6	-1
86	90	180.6	189.0	0
90	94	189.0	197.4	1
94	95	197.4	199.5	0
95	99	199.5	207.9	-1
99	102	207.9	214.20000000000002	0
102	117	214.20000000000002	245.70000000000002	-1
117	119	245.70000000000002	249.9	0
119	120	249.9	252.0	1
120	122	252.0	256.2	0
122	125	256.2	262.5	-1
125	126	262.5	264.6	0
126	134	264.6	281.40000000000003	1
134	136	281.40000000000003	285.6	0
136	141	285.6	296.1	1
141	142	296.1	298.2	0
142	143	298.2	300.3	1
143	144	300.3	302.40000000000003	0
144	147	302.40000000000003	308.7	-1
147	152	308.7	319.2	0
152	157	319.2	329.7	-1
157	161	329.7	338.1	0
161	162	338.1	340.2	1
162	163	340.2	342.3	-1
163	165	342.3	346.5	0
165	170	346.5	357.0	-1
170	175	357.0	367.5	1
175	178	367.5	373.8	0
178	183	373.8	384.3	1
183	185	384.3	388.5	-1
185	186	388.5	390.6	0
186	188	390.6	394.8	-1
188	189	394.8	396.90000000000003	1
189	192	396.90000000000003	403.20000000000005	0
192	193	403.20000000000005	405.3	1
193	202	405.3	424.20000000000005	-1
202	207	424.20000000000005	434.70000000000005	0
207	208	434.70000000000005	436.8	-1
208	209	436.8	438.90000000000003	0
209	213	438.90000000000003	447.3	-1
213	214	447.3	449.40000000000003	0
214	218	449.40000000000003	457.8	1
218	219	457.8	459.90000000000003	0
219	221	459.90000000000003	464.1	-1
221	223	464.1	468.3	0
223	228	468.3	478.8	1
228	230	478.8	483.0	-1
230	232	483.0	487.20000000000005	0
232	233	487.20000000000005	489.3	1
233	239	489.3	501.90000000000003	0
239	240	501.90000000000003	504.0	-1
240	241	504.0	506.1	0
241	242	506.1	508.20000000000005	-1
242	243	508.20000000000005	510.3	1
243	244	510.3	512.4	0
244	245	512.4	514.5	1
245	247	514.5	518.7	0
247	253	518.7	531.3000000000001	-1
253	255	531.3000000000001	535.5	0
255	258	535.5	541.8000000000001	-1
258	260	541.8000000000001	546.0	0
260	269	546.0	564.9	1
