start_tr	end_tr	start_s	end_s	label_ternary
0	20	0.0	42.0	-1
20	22	42.0	46.2	0
22	27	46.2	56.7	-1
27	32	56.7	67.2	0
32	43	67.2	90.3	-1
43	46	90.3	96.60000000000001	0
46	48	96.60000000000001	100.80000000000001	1
48	59	100.80000000000001	123.9	0
59	61	123.9	128.1	-1
61	66	128.1	138.6	0
66	68	138.6	142.8	-1
68	77	142.8	161.70000000000002	0
77	82	161.70000000000002	172.20000000000002	1
82	84	172.20000000000002	176.4	0
84	93	176.4	195.3	-1
93	98	195.3	205.8	0
98	101	205.8	212.10000000000002	-1
101	104	212.10000000000002	218.4	0
104	111	218.4	233.10000000000002	1
111	112	233.10000000000002	235.20000000000002	0
112	117	235.20000000000002	245.70000000000002	1
117	118	245.70000000000002	247.8	0
118	119	247.8	249.9	-1
119	120	249.9	252.0	0
120	129	252.0	270.90000000000003	-1
129	131	270.90000000000003	275.1	0
131	132	275.1	277.2	1
132	133	277.2	279.3	0
133	136	279.3	285.6	1
136	137	285.6	287.7	0
137	138	287.7	289.8	1
138	139	289.8	291.90000000000003	0
139	153	291.90000000000003	321.3	1
153	154	321.3	323.40000000000003	0
154	159	323.40000000000003	333.90000000000003	-1
159	161	333.90000000000003	338.1	0
161	162	338.1	340.2	1
162	168	340.2	352.8	0
168	177	352.8	371.7	1
177	179	371.7	375.90000000000003	0
179	182	375.90000000000003	382.2	-1
182	185	382.2	388.5	0
185	187	388.5	392.7	1
187	189	392.7	396.90000000000003	0
189	193	396.90000000000003	405.3	1
193	194	405.3	407.40000000000003	0
194	195	407.40000000000003	409.5	1
195	199	409.5	417.90000000000003	0
199	201	417.90000000000003	422.1	-1
201	203	422.1	426.3	0
203	208	426.3	436.8	1
208	211	436.8	443.1	0
211	220	443.1	462.0	-1
220	222	462.0	466.20000000000005	0
222	231	466.20000000000005	485.1	1
231	233	485.1	489.3	0
233	235	489.3	493.5	-1
235	238	493.5	499.8	0
238	246	499.8	516.6	1
246	247	516.6	518.7	0
247	255	518.7	535.5	1
255	257	535.5	539.7	0
257	261	539.7	548.1	1
261	262	548.1	550.2	0
262	268	550.2	562.8000000000001	-1
