fmri_tr_index	t_start_s	t_end_s	vigilance_score	label_ternary
0	0.0	2.1	0.04574139326978968	0
1	2.1	4.2	0.04012281028484043	-1
2	4.2	6.300000000000001	0.028370429745812366	-1
3	6.300000000000001	8.4	0.023286185700275422	-1
4	8.4	10.5	0.03297371475214256	-1
5	10.5	12.600000000000001	0.04105722547763948	-1
6	12.600000000000001	14.700000000000001	0.037829840323720124	-1
7	14.700000000000001	16.8	0.03752606635275463	-1
8	16.8	18.900000000000002	0.05120836500838946	0
9	18.900000000000002	21.0	0.05556866495044072	0
10	21.0	23.1	0.05618934013956205	0
11	23.1	25.200000000000003	0.0544927199221299	0
12	25.200000000000003	27.3	0.053561206470395195	0
13	27.3	29.400000000000002	0.045400948057290294	-1
14	29.400000000000002	31.5	0.04586367769386797	0
15	31.5	33.6	0.05774989530661523	1
16	33.6	35.7	0.067099844198451	1
17	35.7	37.800000000000004	0.07309709465487754	1
18	37.800000000000004	39.9	0.06935767752482097	1
19	39.9	42.0	0.06784248532009801	1
20	42.0	44.1	0.061053702851953655	1
21	44.1	46.2	0.06166103839328338	1
22	46.2	48.300000000000004	0.055780602735910595	0
23	48.300000000000004	50.400000000000006	0.05677809325441479	1
24	50.400000000000006	52.5	0.04878604695526841	0
25	52.5	54.6	0.0482045932428531	0
26	54.6	56.7	0.0467848399104146	0
27	56.7	58.800000000000004	0.05314914015909859	0
28	58.800000000000004	60.900000000000006	0.0504214900840059	0
29	60.900000000000006	63.0	0.054459670510341	0
30	63.0	65.10000000000001	0.05175215648287025	0
31	65.10000000000001	67.2	0.047016943540099505	0
32	67.2	69.3	0.040955981093761515	-1
33	69.3	71.4	0.03978828938628158	-1
34	71.4	73.5	0.044590341679862436	-1
35	73.5	75.60000000000001	0.038548840805431715	-1
36	75.60000000000001	77.7	0.03373925979418976	-1
37	77.7	79.8	0.029025807482401106	-1
38	79.8	81.9	0.03779520609060416	-1
39	81.9	84.0	0.03668974962480088	-1
40	84.0	86.10000000000001	0.04478889718050156	-1
41	86.10000000000001	88.2	0.04735933888886118	0
42	88.2	90.3	0.052285216457298805	0
43	90.3	92.4	0.04396144011889942	-1
44	92.4	94.5	0.03654173072980145	-1
45	94.5	96.60000000000001	0.048371639713127024	0
46	96.60000000000001	98.7	0.061824251251672346	1
47	98.7	100.80000000000001	0.06797908312503587	1
48	100.80000000000001	102.9	0.07004873685989041	1
49	102.9	105.0	0.08817405972439522	1
50	105.0	107.10000000000001	0.08549090823863714	1
51	107.10000000000001	109.2	0.08389624754766575	1
52	109.2	111.30000000000001	0.0907346325394334	1
53	111.30000000000001	113.4	0.10320169204188029	1
54	113.4	115.5	0.08699019075690693	1
55	115.5	117.60000000000001	0.07041078080041163	1
56	117.60000000000001	119.7	0.05975670247862362	1
57	119.7	121.80000000000001	0.049696889831357526	0
58	121.80000000000001	123.9	0.043061429870185	-1
59	123.9	126.0	0.042626154400889085	-1
60	126.0	128.1	0.041462091340525975	-1
61	128.1	130.20000000000002	0.04219738587599643	-1
62	130.20000000000002	132.3	0.039780963170063334	-1
63	132.3	134.4	0.028799250305545674	-1
