start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	1
1	5	2.1	10.5	-1
5	8	10.5	16.8	0
8	22	16.8	46.2	1
22	23	46.2	48.300000000000004	0
23	29	48.300000000000004	60.900000000000006	1
29	30	60.900000000000006	63.0	0
30	34	63.0	71.4	-1
34	41	71.4	86.10000000000001	0
41	42	86.10000000000001	88.2	1
42	43	88.2	90.3	0
43	46	90.3	96.60000000000001	1
46	48	96.60000000000001	100.80000000000001	0
48	49	100.80000000000001	102.9	-1
49	50	102.9	105.0	0
50	52	105.0	109.2	-1
52	57	109.2	119.7	1
57	61	119.7	128.1	0
61	64	128.1	134.4	-1
64	71	134.4	149.1	0
71	75	149.1	157.5	1
75	77	157.5	161.70000000000002	0
77	82	161.70000000000002	172.20000000000002	1
82	94	172.20000000000002	197.4	0
94	106	197.4	222.60000000000002	1
106	108	222.60000000000002	226.8	0
108	110	226.8	231.0	1
110	117	231.0	245.70000000000002	0
117	120	245.70000000000002	252.0	-1
120	122	252.0	256.2	0
122	124	256.2	260.40000000000003	1
124	127	260.40000000000003	266.7	0
127	128	266.7	268.8	-1
128	129	268.8	270.90000000000003	0
129	138	270.90000000000003	289.8	1
138	139	289.8	291.90000000000003	0
139	148	291.90000000000003	310.8	-1
148	150	310.8	315.0	0
150	158	315.0	331.8	-1
158	160	331.8	336.0	0
160	164	336.0	344.40000000000003	1
164	170	344.40000000000003	357.0	0
170	172	357.0	361.2	1
172	175	361.2	367.5	0
175	177	367.5	371.7	-1
177	178	371.7	373.8	0
178	188	373.8	394.8	-1
188	190	394.8	399.0	0
190	194	399.0	407.40000000000003	1
194	197	407.40000000000003	413.70000000000005	0
197	202	413.70000000000005	424.20000000000005	-1
202	207	424.20000000000005	434.70000000000005	0
207	209	434.70000000000005	438.90000000000003	-1
209	214	438.90000000000003	449.40000000000003	1
214	215	449.40000000000003	451.5	0
215	217	451.5	455.70000000000005	-1
217	218	455.70000000000005	457.8	0
218	221	457.8	464.1	1
221	222	464.1	466.20000000000005	0
222	252	466.20000000000005	529.2	-1
252	253	529.2	531.3000000000001	0
253	254	531.3000000000001	533.4	1
254	256	533.4	537.6	0
256	258	537.6	541.8000000000001	1
258	259	541.8000000000001	543.9	0
259	260	543.9	546.0	1
