start_tr	end_tr	start_s	end_s	label_ternary
0	4	0.0	8.4	-1
4	5	8.4	10.5	0
5	7	10.5	14.700000000000001	1
7	9	14.700000000000001	18.900000000000002	0
9	34	18.900000000000002	71.4	-1
34	37	71.4	77.7	0
37	39	77.7	81.9	1
39	42	81.9	88.2	0
42	46	88.2	96.60000000000001	-1
46	49	96.60000000000001	102.9	0
49	57	102.9	119.7	1
57	59	119.7	123.9	-1
59	60	123.9	126.0	0
60	65	126.0	136.5	1
65	66	136.5	138.6	0
66	67	138.6	140.70000000000002	-1
67	68	140.70000000000002	142.8	0
68	70	142.8	147.0	-1
70	75	147.0	157.5	0
75	76	157.5	159.6	-1
76	77	159.6	161.70000000000002	0
77	86	161.70000000000002	180.6	-1
86	89	180.6	186.9	0
89	94	186.9	197.4	-1
94	95	197.4	199.5	0
95	100	199.5	210.0	1
100	101	210.0	212.10000000000002	0
101	103	212.10000000000002	216.3	1
103	114	216.3	239.4	0
114	115	239.4	241.5	-1
115	116	241.5	243.60000000000002	0
116	117	243.60000000000002	245.70000000000002	-1
117	120	245.70000000000002	252.0	0
120	121	252.0	254.10000000000002	1
121	122	254.10000000000002	256.2	0
122	125	256.2	262.5	1
125	128	262.5	268.8	0
128	131	268.8	275.1	-1
131	132	275.1	277.2	0
132	137	277.2	287.7	1
137	142	287.7	298.2	0
142	147	298.2	308.7	1
147	150	308.7	315.0	0
150	153	315.0	321.3	-1
153	154	321.3	323.40000000000003	1
154	155	323.40000000000003	325.5	0
155	156	325.5	327.6	1
156	158	327.6	331.8	0
158	161	331.8	338.1	-1
161	164	338.1	344.40000000000003	0
164	165	344.40000000000003	346.5	1
165	169	346.5	354.90000000000003	0
169	170	354.90000000000003	357.0	-1
170	174	357.0	365.40000000000003	0
174	177	365.40000000000003	371.7	1
177	181	371.7	380.1	0
181	183	380.1	384.3	1
183	186	384.3	390.6	0
186	187	390.6	392.7	-1
187	188	392.7	394.8	0
188	200	394.8	420.0	1
200	206	420.0	432.6	-1
206	211	432.6	443.1	1
211	212	443.1	445.20000000000005	0
212	217	445.20000000000005	455.70000000000005	-1
217	218	455.70000000000005	457.8	0
218	220	457.8	462.0	1
220	222	462.0	466.20000000000005	0
222	223	466.20000000000005	468.3	-1
223	224	468.3	470.40000000000003	0
224	227	470.40000000000003	476.70000000000005	-1
227	230	476.70000000000005	483.0	0
230	249	483.0	522.9	1
249	250	522.9	525.0	0
250	253	525.0	531.3000000000001	-1
