start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	0
1	5	2.1	10.5	-1
5	6	10.5	12.600000000000001	0
6	14	12.600000000000001	29.400000000000002	1
14	15	29.400000000000002	31.5	0
15	16	31.5	33.6	-1
16	17	33.6	35.7	0
17	26	35.7	54.6	1
26	27	54.6	56.7	-1
27	29	56.7	60.900000000000006	0
29	41	60.900000000000006	86.10000000000001	-1
41	45	86.10000000000001	94.5	0
45	47	94.5	98.7	-1
47	48	98.7	100.80000000000001	0
48	49	100.80000000000001	102.9	-1
49	52	102.9	109.2	0
52	55	109.2	115.5	-1
55	56	115.5	117.60000000000001	0
56	62	117.60000000000001	130.20000000000002	1
62	64	130.20000000000002	134.4	0
64	65	134.4	136.5	-1
65	67	136.5	140.70000000000002	1
67	69	140.70000000000002	144.9	0
69	70	144.9	147.0	1
70	73	147.0	153.3	0
73	78	153.3	163.8	1
78	79	163.8	165.9	0
79	85	165.9	178.5	-1
85	86	178.5	180.6	0
86	87	180.6	182.70000000000002	-1
87	88	182.70000000000002	184.8	0
88	101	184.8	212.10000000000002	1
101	102	212.10000000000002	214.20000000000002	0
102	106	214.20000000000002	222.60000000000002	-1
106	107	222.60000000000002	224.70000000000002	0
107	109	224.70000000000002	228.9	-1
109	110	228.9	231.0	0
110	123	231.0	258.3	-1
123	125	258.3	262.5	0
125	127	262.5	266.7	1
127	128	266.7	268.8	0
128	137	268.8	287.7	1
137	138	287.7	289.8	0
138	140	289.8	294.0	1
140	141	294.0	296.1	0
141	142	296.1	298.2	-1
142	143	298.2	300.3	0
143	145	300.3	304.5	-1
145	149	304.5	312.90000000000003	0
149	150	312.90000000000003	315.0	1
150	156	315.0	327.6	0
156	162	327.6	340.2	1
162	165	340.2	346.5	0
165	166	346.5	348.6	1
166	167	348.6	350.7	0
167	169	350.7	354.90000000000003	1
169	170	354.90000000000003	357.0	0
170	171	357.0	359.1	-1
171	175	359.1	367.5	0
175	176	367.5	369.6	1
176	177	369.6	371.7	-1
177	181	371.7	380.1	0
181	184	380.1	386.40000000000003	1
184	185	386.40000000000003	388.5	0
185	188	388.5	394.8	-1
188	193	394.8	405.3	0
193	194	405.3	407.40000000000003	-1
194	197	407.40000000000003	413.70000000000005	0
197	198	413.70000000000005	415.8	-1
198	199	415.8	417.90000000000003	0
199	207	417.90000000000003	434.70000000000005	-1
207	208	434.70000000000005	436.8	0
208	209	436.8	438.90000000000003	-1
209	211	438.90000000000003	443.1	0
211	216	443.1	453.6	1
216	222	453.6	466.20000000000005	-1
222	226	466.20000000000005	474.6	0
226	229	474.6	480.90000000000003	-1
229	233	480.90000000000003	489.3	0
233	248	489.3	520.8000000000001	1
248	254	520.8000000000001	533.4	0
254	261	533.4	548.1	-1
261	264	548.1	554.4	0
264	265	554.4	556.5	-1
265	271	556.5	569.1	1
271	272	569.1	571.2	-1
272	279	571.2	585.9	0
279	284	585.9	596.4	1
284	285	596.4	598.5	0
285	286	598.5	600.6	-1
286	290	600.6	609.0	0
290	292	609.0	613.2	-1
292	293	613.2	615.3000000000001	0
293	295	615.3000000000001	619.5	-1
295	297	619.5	623.7	0
297	299	623.7	627.9	-1
299	302	627.9	634.2	0
302	304	634.2	638.4	1
304	305	638.4	640.5	0
305	314	640.5	659.4	-1
