start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	1
1	9	2.1	18.900000000000002	-1
9	14	18.900000000000002	29.400000000000002	0
14	18	29.400000000000002	37.800000000000004	-1
18	19	37.800000000000004	39.9	0
19	24	39.9	50.400000000000006	1
24	25	50.400000000000006	52.5	0
25	27	52.5	56.7	-1
27	29	56.7	60.900000000000006	0
29	37	60.900000000000006	77.7	-1
37	43	77.7	90.3	0
43	44	90.3	92.4	-1
44	46	92.4	96.60000000000001	0
46	47	96.60000000000001	98.7	-1
47	48	98.7	100.80000000000001	0
48	57	100.80000000000001	119.7	-1
57	58	119.7	121.80000000000001	0
58	59	121.80000000000001	123.9	-1
59	60	123.9	126.0	0
60	66	126.0	138.6	-1
66	68	138.6	142.8	0
68	69	142.8	144.9	-1
69	71	144.9	149.1	0
71	74	149.1	155.4	-1
74	75	155.4	157.5	0
75	76	157.5	159.6	-1
76	82	159.6	172.20000000000002	0
82	83	172.20000000000002	174.3	-1
83	84	174.3	176.4	0
84	86	176.4	180.6	-1
86	92	180.6	193.20000000000002	0
92	99	193.20000000000002	207.9	-1
99	101	207.9	212.10000000000002	0
101	104	212.10000000000002	218.4	1
104	105	218.4	220.5	0
105	108	220.5	226.8	1
108	111	226.8	233.10000000000002	0
111	123	233.10000000000002	258.3	-1
123	124	258.3	260.40000000000003	0
124	128	260.40000000000003	268.8	1
128	130	268.8	273.0	0
130	133	273.0	279.3	-1
133	135	279.3	283.5	0
135	137	283.5	287.7	1
137	140	287.7	294.0	0
140	141	294.0	296.1	-1
141	145	296.1	304.5	0
145	150	304.5	315.0	1
150	151	315.0	317.1	0
151	152	317.1	319.2	-1
152	153	319.2	321.3	0
153	155	321.3	325.5	-1
155	158	325.5	331.8	0
158	162	331.8	340.2	-1
162	166	340.2	348.6	0
166	168	348.6	352.8	-1
168	174	352.8	365.40000000000003	1
174	175	365.40000000000003	367.5	0
175	176	367.5	369.6	1
176	179	369.6	375.90000000000003	0
179	180	375.90000000000003	378.0	1
180	181	378.0	380.1	0
181	183	380.1	384.3	1
183	184	384.3	386.40000000000003	0
184	185	386.40000000000003	388.5	-1
185	189	388.5	396.90000000000003	0
189	209	396.90000000000003	438.90000000000003	1
209	210	438.90000000000003	441.0	0
210	213	441.0	447.3	-1
213	214	447.3	449.40000000000003	0
214	219	449.40000000000003	459.90000000000003	1
219	222	459.90000000000003	466.20000000000005	0
222	229	466.20000000000005	480.90000000000003	1
229	231	480.90000000000003	485.1	0
231	241	485.1	506.1	1
241	243	506.1	510.3	0
243	249	510.3	522.9	1
249	251	522.9	527.1	-1
251	252	527.1	529.2	0
252	253	529.2	531.3000000000001	-1
253	257	531.3000000000001	539.7	0
257	263	539.7	552.3000000000001	-1
263	268	552.3000000000001	562.8000000000001	1
268	269	562.8000000000001	564.9	-1
269	270	564.9	567.0	0
270	271	567.0	569.1	1
271	272	569.1	571.2	0
272	275	571.2	577.5	1
275	277	577.5	581.7	0
277	279	581.7	585.9	1
279	280	585.9	588.0	0
280	282	588.0	592.2	1
282	283	592.2	594.3000000000001	0
