start_tr	end_tr	start_s	end_s	label_ternary
0	2	0.0	4.2	1
2	4	4.2	8.4	0
4	6	8.4	12.600000000000001	1
6	9	12.600000000000001	18.900000000000002	0
9	12	18.900000000000002	25.200000000000003	-1
12	17	25.200000000000003	35.7	0
17	27	35.7	56.7	-1
27	31	56.7	65.10000000000001	0
31	34	65.10000000000001	71.4	-1
34	36	71.4	75.60000000000001	0
36	37	75.60000000000001	77.7	1
37	41	77.7	86.10000000000001	0
41	47	86.10000000000001	98.7	-1
47	49	98.7	102.9	0
49	51	102.9	107.10000000000001	-1
51	52	107.10000000000001	109.2	0
52	66	109.2	138.6	-1
66	69	138.6	144.9	0
69	70	144.9	147.0	-1
70	71	147.0	149.1	0
71	73	149.1	153.3	-1
73	75	153.3	157.5	0
75	76	157.5	159.6	-1
76	78	159.6	163.8	0
78	83	163.8	174.3	-1
83	87	174.3	182.70000000000002	0
87	89	182.70000000000002	186.9	-1
89	90	186.9	189.0	0
90	91	189.0	191.1	-1
91	97	191.1	203.70000000000002	1
97	98	203.70000000000002	205.8	0
98	107	205.8	224.70000000000002	-1
107	110	224.70000000000002	231.0	0
110	112	231.0	235.20000000000002	-1
112	113	235.20000000000002	237.3	0
113	121	237.3	254.10000000000002	1
121	123	254.10000000000002	258.3	0
123	125	258.3	262.5	1
125	129	262.5	270.90000000000003	0
129	132	270.90000000000003	277.2	-1
132	135	277.2	283.5	0
135	144	283.5	302.40000000000003	1
144	148	302.40000000000003	310.8	0
148	149	310.8	312.90000000000003	1
149	155	312.90000000000003	325.5	0
155	157	325.5	329.7	1
157	159	329.7	333.90000000000003	0
159	162	333.90000000000003	340.2	-1
162	175	340.2	367.5	1
175	176	367.5	369.6	0
176	178	369.6	373.8	-1
178	179	373.8	375.90000000000003	0
179	181	375.90000000000003	380.1	-1
181	182	380.1	382.2	0
182	183	382.2	384.3	1
183	187	384.3	392.7	0
187	190	392.7	399.0	-1
190	192	399.0	403.20000000000005	0
192	200	403.20000000000005	420.0	1
200	203	420.0	426.3	0
203	206	426.3	432.6	1
206	208	432.6	436.8	0
208	211	436.8	443.1	-1
211	213	443.1	447.3	0
213	214	447.3	449.40000000000003	-1
214	216	449.40000000000003	453.6	0
216	217	453.6	455.70000000000005	-1
217	219	455.70000000000005	459.90000000000003	0
219	230	459.90000000000003	483.0	-1
230	232	483.0	487.20000000000005	0
232	234	487.20000000000005	491.40000000000003	1
234	237	491.40000000000003	497.70000000000005	0
237	238	497.70000000000005	499.8	-1
238	240	499.8	504.0	0
240	267	504.0	560.7	1
267	268	560.7	562.8000000000001	-1
268	272	562.8000000000001	571.2	0
272	275	571.2	577.5	-1
275	276	577.5	579.6	0
276	281	579.6	590.1	1
281	283	590.1	594.3000000000001	0
283	284	594.3000000000001	596.4	-1
284	285	596.4	598.5	1
285	286	598.5	600.6	0
286	289	600.6	606.9	1
