start_tr	end_tr	start_s	end_s	label_ternary
0	2	0.0	4.2	1
2	5	4.2	10.5	0
5	6	10.5	12.600000000000001	1
6	7	12.600000000000001	14.700000000000001	0
7	12	14.700000000000001	25.200000000000003	-1
12	16	25.200000000000003	33.6	0
16	24	33.6	50.400000000000006	-1
24	27	50.400000000000006	56.7	0
27	34	56.7	71.4	1
34	35	71.4	73.5	0
35	45	73.5	94.5	1
45	46	94.5	96.60000000000001	0
46	47	96.60000000000001	98.7	1
47	48	98.7	100.80000000000001	0
48	49	100.80000000000001	102.9	1
49	50	102.9	105.0	0
50	51	105.0	107.10000000000001	1
51	52	107.10000000000001	109.2	0
52	64	109.2	134.4	-1
64	74	134.4	155.4	1
74	75	155.4	157.5	0
75	90	157.5	189.0	-1
90	98	189.0	205.8	0
98	100	205.8	210.0	1
100	103	210.0	216.3	0
103	107	216.3	224.70000000000002	1
107	108	224.70000000000002	226.8	0
108	110	226.8	231.0	-1
110	116	231.0	243.60000000000002	0
116	117	243.60000000000002	245.70000000000002	1
117	119	245.70000000000002	249.9	0
119	124	249.9	260.40000000000003	-1
124	125	260.40000000000003	262.5	0
125	127	262.5	266.7	-1
127	128	266.7	268.8	0
128	131	268.8	275.1	-1
131	132	275.1	277.2	0
132	133	277.2	279.3	-1
133	135	279.3	283.5	0
135	136	283.5	285.6	1
136	145	285.6	304.5	0
145	146	304.5	306.6	1
146	147	306.6	308.7	0
147	148	308.7	310.8	1
148	150	310.8	315.0	0
150	154	315.0	323.40000000000003	-1
154	159	323.40000000000003	333.90000000000003	0
159	165	333.90000000000003	346.5	1
165	167	346.5	350.7	0
167	168	350.7	352.8	-1
168	173	352.8	363.3	1
173	174	363.3	365.40000000000003	0
174	178	365.40000000000003	373.8	-1
178	180	373.8	378.0	0
180	183	378.0	384.3	1
183	184	384.3	386.40000000000003	0
184	187	386.40000000000003	392.7	1
187	189	392.7	396.90000000000003	0
189	196	396.90000000000003	411.6	-1
196	203	411.6	426.3	0
203	211	426.3	443.1	1
211	212	443.1	445.20000000000005	0
212	216	445.20000000000005	453.6	1
216	217	453.6	455.70000000000005	0
217	218	455.70000000000005	457.8	-1
218	219	457.8	459.90000000000003	0
219	220	459.90000000000003	462.0	-1
220	222	462.0	466.20000000000005	0
222	228	466.20000000000005	478.8	-1
228	232	478.8	487.20000000000005	0
232	248	487.20000000000005	520.8000000000001	-1
248	250	520.8000000000001	525.0	0
250	257	525.0	539.7	1
257	259	539.7	543.9	0
259	269	543.9	564.9	1
269	271	564.9	569.1	0
271	272	569.1	571.2	-1
272	278	571.2	583.8000000000001	0
278	283	583.8000000000001	594.3000000000001	1
