start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	1
1	2	2.1	4.2	0
2	5	4.2	10.5	-1
5	6	10.5	12.600000000000001	1
6	13	12.600000000000001	27.3	0
13	20	27.3	42.0	1
20	23	42.0	48.300000000000004	0
23	24	48.300000000000004	50.400000000000006	-1
24	25	50.400000000000006	52.5	0
25	29	52.5	60.900000000000006	1
29	31	60.900000000000006	65.10000000000001	0
31	34	65.10000000000001	71.4	-1
34	35	71.4	73.5	0
35	39	73.5	81.9	1
39	40	81.9	84.0	0
40	44	84.0	92.4	-1
44	45	92.4	94.5	0
45	49	94.5	102.9	1
49	51	102.9	107.10000000000001	0
51	53	107.10000000000001	111.30000000000001	-1
53	55	111.30000000000001	115.5	0
55	58	115.5	121.80000000000001	1
58	59	121.80000000000001	123.9	0
59	60	123.9	126.0	-1
60	61	126.0	128.1	0
61	65	128.1	136.5	1
65	66	136.5	138.6	0
66	73	138.6	153.3	-1
73	74	153.3	155.4	0
74	78	155.4	163.8	1
78	79	163.8	165.9	0
79	83	165.9	174.3	-1
83	85	174.3	178.5	0
85	89	178.5	186.9	-1
89	90	186.9	189.0	0
90	97	189.0	203.70000000000002	1
97	101	203.70000000000002	212.10000000000002	0
101	108	212.10000000000002	226.8	1
108	114	226.8	239.4	-1
114	115	239.4	241.5	0
115	123	241.5	258.3	1
123	124	258.3	260.40000000000003	0
124	126	260.40000000000003	264.6	-1
126	127	264.6	266.7	0
127	131	266.7	275.1	1
131	132	275.1	277.2	0
132	135	277.2	283.5	-1
135	136	283.5	285.6	0
136	138	285.6	289.8	-1
138	141	289.8	296.1	0
141	147	296.1	308.7	1
147	148	308.7	310.8	0
148	153	310.8	321.3	-1
153	154	321.3	323.40000000000003	0
154	160	323.40000000000003	336.0	-1
160	163	336.0	342.3	0
163	164	342.3	344.40000000000003	1
164	165	344.40000000000003	346.5	0
165	167	346.5	350.7	-1
167	168	350.7	352.8	0
168	181	352.8	380.1	-1
181	186	380.1	390.6	1
186	189	390.6	396.90000000000003	0
189	193	396.90000000000003	405.3	-1
193	202	405.3	424.20000000000005	0
202	207	424.20000000000005	434.70000000000005	-1
207	208	434.70000000000005	436.8	0
208	212	436.8	445.20000000000005	1
212	214	445.20000000000005	449.40000000000003	0
214	215	449.40000000000003	451.5	-1
215	217	451.5	455.70000000000005	0
217	222	455.70000000000005	466.20000000000005	1
222	223	466.20000000000005	468.3	0
223	225	468.3	472.5	-1
225	230	472.5	483.0	0
230	233	483.0	489.3	-1
233	234	489.3	491.40000000000003	0
234	236	491.40000000000003	495.6	1
236	238	495.6	499.8	0
238	241	499.8	506.1	-1
241	246	506.1	516.6	0
246	250	516.6	525.0	1
250	254	525.0	533.4	0
254	258	533.4	541.8000000000001	1
258	260	541.8000000000001	546.0	0
260	264	546.0	554.4	-1
264	267	554.4	560.7	0
267	268	560.7	562.8000000000001	1
268	272	562.8000000000001	571.2	0
