start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	0
1	8	2.1	16.8	-1
8	13	16.8	27.3	0
13	14	27.3	29.400000000000002	-1
14	15	29.400000000000002	31.5	0
15	22	31.5	46.2	1
22	23	46.2	48.300000000000004	0
23	24	48.300000000000004	50.400000000000006	1
24	32	50.400000000000006	67.2	0
32	41	67.2	86.10000000000001	-1
41	43	86.10000000000001	90.3	0
43	45	90.3	94.5	-1
45	46	94.5	96.60000000000001	0
46	57	96.60000000000001	119.7	1
57	58	119.7	121.80000000000001	0
58	71	121.80000000000001	149.1	-1
71	76	149.1	159.6	0
76	78	159.6	163.8	1
78	79	163.8	165.9	0
79	81	165.9	170.1	1
81	82	170.1	172.20000000000002	0
82	83	172.20000000000002	174.3	-1
83	86	174.3	180.6	0
86	88	180.6	184.8	-1
88	91	184.8	191.1	0
91	93	191.1	195.3	1
93	96	195.3	201.60000000000002	0
96	101	201.60000000000002	212.10000000000002	-1
101	106	212.10000000000002	222.60000000000002	0
106	111	222.60000000000002	233.10000000000002	-1
111	113	233.10000000000002	237.3	0
113	116	237.3	243.60000000000002	1
116	119	243.60000000000002	249.9	0
119	123	249.9	258.3	-1
123	124	258.3	260.40000000000003	0
124	126	260.40000000000003	264.6	-1
126	130	264.6	273.0	0
130	144	273.0	302.40000000000003	1
144	146	302.40000000000003	306.6	0
146	154	306.6	323.40000000000003	-1
154	157	323.40000000000003	329.7	0
157	161	329.7	338.1	-1
161	170	338.1	357.0	0
170	177	357.0	371.7	1
177	178	371.7	373.8	0
178	179	373.8	375.90000000000003	1
179	182	375.90000000000003	382.2	0
182	188	382.2	394.8	-1
188	193	394.8	405.3	0
193	200	405.3	420.0	1
200	201	420.0	422.1	0
201	202	422.1	424.20000000000005	-1
202	204	424.20000000000005	428.40000000000003	0
204	213	428.40000000000003	447.3	1
213	215	447.3	451.5	0
215	219	451.5	459.90000000000003	-1
219	224	459.90000000000003	470.40000000000003	1
224	227	470.40000000000003	476.70000000000005	0
227	241	476.70000000000005	506.1	1
241	245	506.1	514.5	0
245	246	514.5	516.6	-1
246	247	516.6	518.7	0
247	250	518.7	525.0	-1
250	252	525.0	529.2	0
252	259	529.2	543.9	1
259	261	543.9	548.1	0
261	270	548.1	567.0	-1
270	272	567.0	571.2	0
272	276	571.2	579.6	1
276	279	579.6	585.9	0
279	285	585.9	598.5	-1
285	287	598.5	602.7	0
287	290	602.7	609.0	-1
