start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	0
1	4	2.1	8.4	-1
4	6	8.4	12.600000000000001	0
6	14	12.600000000000001	29.400000000000002	-1
14	29	29.400000000000002	60.900000000000006	1
29	31	60.900000000000006	65.10000000000001	0
31	40	65.10000000000001	84.0	-1
40	41	84.0	86.10000000000001	0
41	43	86.10000000000001	90.3	-1
43	44	90.3	92.4	0
44	45	92.4	94.5	-1
45	50	94.5	105.0	0
50	56	105.0	117.60000000000001	-1
56	61	117.60000000000001	128.1	1
61	65	128.1	136.5	0
65	66	136.5	138.6	1
66	67	138.6	140.70000000000002	0
67	69	140.70000000000002	144.9	1
69	75	144.9	157.5	0
75	76	157.5	159.6	-1
76	79	159.6	165.9	0
79	89	165.9	186.9	1
89	95	186.9	199.5	0
95	97	199.5	203.70000000000002	1
97	100	203.70000000000002	210.0	0
100	101	210.0	212.10000000000002	-1
101	102	212.10000000000002	214.20000000000002	0
102	108	214.20000000000002	226.8	1
108	115	226.8	241.5	0
115	121	241.5	254.10000000000002	-1
121	128	254.10000000000002	268.8	0
128	135	268.8	283.5	1
135	136	283.5	285.6	0
136	143	285.6	300.3	-1
143	146	300.3	306.6	1
146	147	306.6	308.7	0
147	148	308.7	310.8	1
148	150	310.8	315.0	-1
150	152	315.0	319.2	0
152	161	319.2	338.1	-1
161	166	338.1	348.6	0
166	169	348.6	354.90000000000003	-1
169	174	354.90000000000003	365.40000000000003	1
174	175	365.40000000000003	367.5	0
175	180	367.5	378.0	1
180	183	378.0	384.3	0
183	184	384.3	386.40000000000003	-1
184	189	386.40000000000003	396.90000000000003	1
189	197	396.90000000000003	413.70000000000005	0
197	202	413.70000000000005	424.20000000000005	1
202	204	424.20000000000005	428.40000000000003	-1
204	206	428.40000000000003	432.6	0
206	207	432.6	434.70000000000005	-1
207	212	434.70000000000005	445.20000000000005	1
212	213	445.20000000000005	447.3	-1
213	218	447.3	457.8	1
218	223	457.8	468.3	-1
223	228	468.3	478.8	0
228	229	478.8	480.90000000000003	-1
229	236	480.90000000000003	495.6	0
236	243	495.6	510.3	-1
243	245	510.3	514.5	0
245	260	514.5	546.0	-1
260	261	546.0	548.1	0
261	265	548.1	556.5	1
265	266	556.5	558.6	0
266	268	558.6	562.8000000000001	1
268	270	562.8000000000001	567.0	0
270	275	567.0	577.5	1
275	286	577.5	600.6	0
286	291	600.6	611.1	1
291	292	611.1	613.2	-1
292	294	613.2	617.4	1
294	295	617.4	619.5	0
295	297	619.5	623.7	1
297	305	623.7	640.5	-1
305	308	640.5	646.8000000000001	0
308	310	646.8000000000001	651.0	-1
