start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	1
1	12	2.1	25.200000000000003	-1
12	14	25.200000000000003	29.400000000000002	0
14	27	29.400000000000002	56.7	1
27	28	56.7	58.800000000000004	0
28	36	58.800000000000004	75.60000000000001	1
36	37	75.60000000000001	77.7	0
37	39	77.7	81.9	-1
39	42	81.9	88.2	0
42	44	88.2	92.4	1
44	45	92.4	94.5	0
45	46	94.5	96.60000000000001	1
46	57	96.60000000000001	119.7	0
57	63	119.7	132.3	-1
63	66	132.3	138.6	1
66	68	138.6	142.8	0
68	77	142.8	161.70000000000002	-1
77	79	161.70000000000002	165.9	0
79	81	165.9	170.1	1
81	84	170.1	176.4	0
84	86	176.4	180.6	-1
86	98	180.6	205.8	0
98	99	205.8	207.9	1
99	101	207.9	212.10000000000002	0
101	102	212.10000000000002	214.20000000000002	1
102	106	214.20000000000002	222.60000000000002	0
106	123	222.60000000000002	258.3	1
123	125	258.3	262.5	0
125	130	262.5	273.0	-1
130	131	273.0	275.1	0
131	141	275.1	296.1	-1
141	146	296.1	306.6	0
146	147	306.6	308.7	-1
147	149	308.7	312.90000000000003	0
149	150	312.90000000000003	315.0	-1
150	155	315.0	325.5	0
155	158	325.5	331.8	-1
158	160	331.8	336.0	0
160	177	336.0	371.7	-1
177	182	371.7	382.2	0
182	185	382.2	388.5	1
185	187	388.5	392.7	0
187	189	392.7	396.90000000000003	-1
189	191	396.90000000000003	401.1	0
191	197	401.1	413.70000000000005	1
197	200	413.70000000000005	420.0	0
200	202	420.0	424.20000000000005	-1
202	211	424.20000000000005	443.1	1
211	212	443.1	445.20000000000005	0
212	216	445.20000000000005	453.6	1
