start_tr	end_tr	start_s	end_s	label_ternary
0	5	0.0	10.5	-1
5	8	10.5	16.8	0
8	12	16.8	25.200000000000003	-1
12	13	25.200000000000003	27.3	0
13	14	27.3	29.400000000000002	-1
14	17	29.400000000000002	35.7	0
17	19	35.7	39.9	-1
19	23	39.9	48.300000000000004	0
23	24	48.300000000000004	50.400000000000006	1
24	27	50.400000000000006	56.7	0
27	28	56.7	58.800000000000004	-1
28	33	58.800000000000004	69.3	0
33	39	69.3	81.9	-1
39	40	81.9	84.0	0
40	45	84.0	94.5	1
45	46	94.5	96.60000000000001	0
46	47	96.60000000000001	98.7	1
47	48	98.7	100.80000000000001	0
48	59	100.80000000000001	123.9	1
59	65	123.9	136.5	-1
65	70	136.5	147.0	0
70	71	147.0	149.1	1
71	74	149.1	155.4	0
74	79	155.4	165.9	1
79	81	165.9	170.1	-1
81	85	170.1	178.5	0
85	89	178.5	186.9	-1
89	95	186.9	199.5	1
95	96	199.5	201.60000000000002	0
96	99	201.60000000000002	207.9	1
99	100	207.9	210.0	0
100	101	210.0	212.10000000000002	1
101	102	212.10000000000002	214.20000000000002	0
102	107	214.20000000000002	224.70000000000002	1
107	109	224.70000000000002	228.9	0
109	110	228.9	231.0	1
110	112	231.0	235.20000000000002	0
112	114	235.20000000000002	239.4	1
114	115	239.4	241.5	0
115	120	241.5	252.0	1
120	123	252.0	258.3	0
123	127	258.3	266.7	1
127	128	266.7	268.8	0
128	130	268.8	273.0	-1
130	131	273.0	275.1	0
131	132	275.1	277.2	-1
132	133	277.2	279.3	0
133	135	279.3	283.5	-1
135	139	283.5	291.90000000000003	0
139	141	291.90000000000003	296.1	1
141	142	296.1	298.2	0
142	143	298.2	300.3	1
143	145	300.3	304.5	0
145	146	304.5	306.6	-1
146	151	306.6	317.1	1
151	153	317.1	321.3	0
153	154	321.3	323.40000000000003	-1
154	155	323.40000000000003	325.5	0
155	162	325.5	340.2	-1
162	166	340.2	348.6	0
166	167	348.6	350.7	1
167	170	350.7	357.0	0
170	171	357.0	359.1	1
171	174	359.1	365.40000000000003	0
174	175	365.40000000000003	367.5	1
175	176	367.5	369.6	0
176	181	369.6	380.1	1
181	184	380.1	386.40000000000003	-1
184	189	386.40000000000003	396.90000000000003	0
189	194	396.90000000000003	407.40000000000003	-1
194	198	407.40000000000003	415.8	0
198	202	415.8	424.20000000000005	-1
202	203	424.20000000000005	426.3	0
203	213	426.3	447.3	1
213	214	447.3	449.40000000000003	0
214	226	449.40000000000003	474.6	-1
226	228	474.6	478.8	0
228	229	478.8	480.90000000000003	1
229	230	480.90000000000003	483.0	0
230	231	483.0	485.1	1
231	232	485.1	487.20000000000005	0
232	240	487.20000000000005	504.0	-1
240	245	504.0	514.5	1
245	246	514.5	516.6	0
246	253	516.6	531.3000000000001	-1
