start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	1
1	3	2.1	6.300000000000001	0
3	18	6.300000000000001	37.800000000000004	-1
18	24	37.800000000000004	50.400000000000006	0
24	25	50.400000000000006	52.5	-1
25	30	52.5	63.0	0
30	31	63.0	65.10000000000001	-1
31	32	65.10000000000001	67.2	0
32	37	67.2	77.7	-1
37	38	77.7	79.8	0
38	39	79.8	81.9	-1
39	41	81.9	86.10000000000001	0
41	45	86.10000000000001	94.5	1
45	46	94.5	96.60000000000001	0
46	65	96.60000000000001	136.5	-1
65	66	136.5	138.6	0
66	71	138.6	149.1	-1
71	77	149.1	161.70000000000002	1
77	86	161.70000000000002	180.6	-1
86	87	180.6	182.70000000000002	0
87	88	182.70000000000002	184.8	1
88	91	184.8	191.1	0
91	92	191.1	193.20000000000002	1
92	93	193.20000000000002	195.3	0
93	94	195.3	197.4	1
94	95	197.4	199.5	0
95	96	199.5	201.60000000000002	1
96	98	201.60000000000002	205.8	-1
98	102	205.8	214.20000000000002	0
102	103	214.20000000000002	216.3	1
103	105	216.3	220.5	0
105	107	220.5	224.70000000000002	1
107	109	224.70000000000002	228.9	0
109	110	228.9	231.0	1
110	119	231.0	249.9	0
119	122	249.9	256.2	-1
122	127	256.2	266.7	0
127	128	266.7	268.8	-1
128	129	268.8	270.90000000000003	0
129	137	270.90000000000003	287.7	1
137	139	287.7	291.90000000000003	0
139	143	291.90000000000003	300.3	-1
143	144	300.3	302.40000000000003	0
144	163	302.40000000000003	342.3	1
163	167	342.3	350.7	0
167	171	350.7	359.1	-1
171	172	359.1	361.2	0
172	180	361.2	378.0	1
180	181	378.0	380.1	0
181	182	380.1	382.2	1
182	186	382.2	390.6	0
186	187	390.6	392.7	-1
187	192	392.7	403.20000000000005	0
192	204	403.20000000000005	428.40000000000003	1
204	206	428.40000000000003	432.6	0
206	207	432.6	434.70000000000005	1
207	211	434.70000000000005	443.1	0
211	213	443.1	447.3	-1
213	215	447.3	451.5	0
215	223	451.5	468.3	1
223	230	468.3	483.0	0
230	243	483.0	510.3	-1
243	248	510.3	520.8000000000001	0
248	249	520.8000000000001	522.9	-1
249	253	522.9	531.3000000000001	0
253	260	531.3000000000001	546.0	1
260	261	546.0	548.1	0
261	262	548.1	550.2	-1
262	267	550.2	560.7	1
267	271	560.7	569.1	0
271	276	569.1	579.6	-1
276	277	579.6	581.7	0
277	279	581.7	585.9	-1
279	281	585.9	590.1	0
281	288	590.1	604.8000000000001	1
