start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	0
1	4	2.1	8.4	-1
4	5	8.4	10.5	0
5	12	10.5	25.200000000000003	1
12	13	25.200000000000003	27.3	0
13	15	27.3	31.5	1
15	20	31.5	42.0	0
20	27	42.0	56.7	-1
27	28	56.7	58.800000000000004	0
28	30	58.800000000000004	63.0	-1
30	32	63.0	67.2	0
32	36	67.2	75.60000000000001	1
36	38	75.60000000000001	79.8	0
38	39	79.8	81.9	1
39	40	81.9	84.0	0
40	49	84.0	102.9	1
49	52	102.9	109.2	0
52	56	109.2	117.60000000000001	1
56	57	117.60000000000001	119.7	0
57	58	119.7	121.80000000000001	-1
58	59	121.80000000000001	123.9	0
59	83	123.9	174.3	-1
83	84	174.3	176.4	0
84	85	176.4	178.5	1
85	88	178.5	184.8	0
88	89	184.8	186.9	-1
89	90	186.9	189.0	0
90	91	189.0	191.1	-1
91	94	191.1	197.4	0
94	97	197.4	203.70000000000002	1
97	98	203.70000000000002	205.8	0
98	99	205.8	207.9	1
99	103	207.9	216.3	0
103	113	216.3	237.3	-1
113	115	237.3	241.5	0
115	119	241.5	249.9	1
119	120	249.9	252.0	0
120	131	252.0	275.1	1
131	133	275.1	279.3	0
133	135	279.3	283.5	1
135	137	283.5	287.7	-1
137	138	287.7	289.8	0
138	140	289.8	294.0	-1
140	146	294.0	306.6	1
146	149	306.6	312.90000000000003	0
149	152	312.90000000000003	319.2	-1
152	153	319.2	321.3	0
153	166	321.3	348.6	1
166	167	348.6	350.7	0
167	168	350.7	352.8	-1
168	171	352.8	359.1	0
171	175	359.1	367.5	1
175	182	367.5	382.2	0
182	183	382.2	384.3	-1
183	184	384.3	386.40000000000003	0
184	187	386.40000000000003	392.7	-1
187	188	392.7	394.8	0
188	194	394.8	407.40000000000003	1
194	197	407.40000000000003	413.70000000000005	0
197	202	413.70000000000005	424.20000000000005	-1
202	203	424.20000000000005	426.3	0
203	209	426.3	438.90000000000003	-1
209	214	438.90000000000003	449.40000000000003	1
214	218	449.40000000000003	457.8	0
218	222	457.8	466.20000000000005	1
222	225	466.20000000000005	472.5	0
225	227	472.5	476.70000000000005	-1
227	229	476.70000000000005	480.90000000000003	0
229	237	480.90000000000003	497.70000000000005	-1
237	239	497.70000000000005	501.90000000000003	0
239	240	501.90000000000003	504.0	-1
240	242	504.0	508.20000000000005	1
242	243	508.20000000000005	510.3	-1
243	253	510.3	531.3000000000001	0
253	258	531.3000000000001	541.8000000000001	-1
258	266	541.8000000000001	558.6	0
266	267	558.6	560.7	-1
267	272	560.7	571.2	0
272	273	571.2	573.3000000000001	1
