start_tr	end_tr	start_s	end_s	label_ternary
0	10	0.0	21.0	-1
10	11	21.0	23.1	0
11	12	23.1	25.200000000000003	-1
12	13	25.200000000000003	27.3	0
13	14	27.3	29.400000000000002	-1
14	18	29.400000000000002	37.800000000000004	0
18	24	37.800000000000004	50.400000000000006	1
24	25	50.400000000000006	52.5	0
25	30	52.5	63.0	-1
30	33	63.0	69.3	0
33	42	69.3	88.2	-1
42	43	88.2	90.3	0
43	44	90.3	92.4	1
44	49	92.4	102.9	0
49	51	102.9	107.10000000000001	1
51	53	107.10000000000001	111.30000000000001	0
53	60	111.30000000000001	126.0	-1
60	65	126.0	136.5	0
65	69	136.5	144.9	1
69	70	144.9	147.0	0
70	75	147.0	157.5	-1
75	83	157.5	174.3	0
83	88	174.3	184.8	1
88	90	184.8	189.0	0
90	95	189.0	199.5	-1
95	99	199.5	207.9	0
99	105	207.9	220.5	1
105	106	220.5	222.60000000000002	0
106	113	222.60000000000002	237.3	1
113	118	237.3	247.8	0
118	127	247.8	266.7	1
127	128	266.7	268.8	0
128	129	268.8	270.90000000000003	-1
129	133	270.90000000000003	279.3	0
133	144	279.3	302.40000000000003	1
144	147	302.40000000000003	308.7	0
147	155	308.7	325.5	-1
155	157	325.5	329.7	0
157	158	329.7	331.8	1
158	162	331.8	340.2	0
162	169	340.2	354.90000000000003	-1
169	170	354.90000000000003	357.0	0
170	178	357.0	373.8	1
178	181	373.8	380.1	0
181	183	380.1	384.3	-1
183	185	384.3	388.5	0
185	190	388.5	399.0	1
190	193	399.0	405.3	0
193	197	405.3	413.70000000000005	-1
