start_tr	end_tr	start_s	end_s	label_ternary
0	2	0.0	4.2	1
2	3	4.2	6.300000000000001	0
3	13	6.300000000000001	27.3	1
13	15	27.3	31.5	0
15	18	31.5	37.800000000000004	-1
18	21	37.800000000000004	44.1	0
21	26	44.1	54.6	-1
26	30	54.6	63.0	0
30	33	63.0	69.3	1
33	35	69.3	73.5	0
35	43	73.5	90.3	-1
43	47	90.3	98.7	0
47	48	98.7	100.80000000000001	1
48	54	100.80000000000001	113.4	0
54	55	113.4	115.5	-1
55	57	115.5	119.7	0
57	62	119.7	130.20000000000002	-1
62	63	130.20000000000002	132.3	0
63	65	132.3	136.5	1
65	68	136.5	142.8	0
68	71	142.8	149.1	-1
71	72	149.1	151.20000000000002	0
72	73	151.20000000000002	153.3	-1
73	76	153.3	159.6	0
76	81	159.6	170.1	-1
81	83	170.1	174.3	0
83	85	174.3	178.5	1
85	87	178.5	182.70000000000002	0
87	91	182.70000000000002	191.1	-1
91	92	191.1	193.20000000000002	0
92	96	193.20000000000002	201.60000000000002	1
96	97	201.60000000000002	203.70000000000002	0
97	112	203.70000000000002	235.20000000000002	-1
112	115	235.20000000000002	241.5	0
115	116	241.5	243.60000000000002	-1
116	117	243.60000000000002	245.70000000000002	0
117	118	245.70000000000002	247.8	-1
118	122	247.8	256.2	0
122	123	256.2	258.3	1
123	128	258.3	268.8	0
128	130	268.8	273.0	1
130	131	273.0	275.1	0
131	132	275.1	277.2	1
132	134	277.2	281.40000000000003	0
134	135	281.40000000000003	283.5	-1
135	136	283.5	285.6	0
136	141	285.6	296.1	1
141	146	296.1	306.6	-1
146	150	306.6	315.0	0
150	151	315.0	317.1	1
151	167	317.1	350.7	-1
167	172	350.7	361.2	0
172	173	361.2	363.3	-1
173	174	363.3	365.40000000000003	0
174	175	365.40000000000003	367.5	-1
175	176	367.5	369.6	0
176	181	369.6	380.1	1
181	184	380.1	386.40000000000003	0
184	187	386.40000000000003	392.7	-1
187	195	392.7	409.5	1
195	196	409.5	411.6	0
196	198	411.6	415.8	-1
198	200	415.8	420.0	0
200	201	420.0	422.1	-1
201	203	422.1	426.3	0
203	214	426.3	449.40000000000003	1
214	216	449.40000000000003	453.6	0
216	221	453.6	464.1	1
221	224	464.1	470.40000000000003	0
224	228	470.40000000000003	478.8	-1
228	231	478.8	485.1	0
231	232	485.1	487.20000000000005	-1
232	233	487.20000000000005	489.3	1
233	237	489.3	497.70000000000005	0
237	241	497.70000000000005	506.1	-1
241	242	506.1	508.20000000000005	0
242	251	508.20000000000005	527.1	1
251	253	527.1	531.3000000000001	0
253	254	531.3000000000001	533.4	-1
254	255	533.4	535.5	0
255	265	535.5	556.5	1
265	266	556.5	558.6	0
266	269	558.6	564.9	1
269	270	564.9	567.0	0
270	275	567.0	577.5	1
275	277	577.5	581.7	0
277	278	581.7	583.8000000000001	1
