start_tr	end_tr	start_s	end_s	label_ternary
0	8	0.0	16.8	-1
8	9	16.8	18.900000000000002	0
9	12	18.900000000000002	25.200000000000003	1
12	13	25.200000000000003	27.3	-1
13	18	27.3	37.800000000000004	1
18	19	37.800000000000004	39.9	0
19	22	39.9	46.2	1
22	23	46.2	48.300000000000004	0
23	30	48.300000000000004	63.0	1
30	32	63.0	67.2	0
32	35	67.2	73.5	-1
35	39	73.5	81.9	0
39	60	81.9	126.0	1
60	69	126.0	144.9	-1
69	71	144.9	149.1	0
71	74	149.1	155.4	1
74	75	155.4	157.5	0
75	80	157.5	168.0	-1
80	82	168.0	172.20000000000002	0
82	86	172.20000000000002	180.6	-1
86	89	180.6	186.9	0
89	99	186.9	207.9	-1
99	103	207.9	216.3	0
103	104	216.3	218.4	1
104	106	218.4	222.60000000000002	0
106	107	222.60000000000002	224.70000000000002	-1
107	108	224.70000000000002	226.8	0
108	115	226.8	241.5	-1
115	120	241.5	252.0	0
120	121	252.0	254.10000000000002	1
121	123	254.10000000000002	258.3	0
123	124	258.3	260.40000000000003	-1
124	129	260.40000000000003	270.90000000000003	1
129	130	270.90000000000003	273.0	0
130	132	273.0	277.2	-1
132	133	277.2	279.3	0
133	134	279.3	281.40000000000003	-1
134	136	281.40000000000003	285.6	0
136	139	285.6	291.90000000000003	1
139	140	291.90000000000003	294.0	0
140	145	294.0	304.5	1
145	148	304.5	310.8	-1
148	151	310.8	317.1	0
151	152	317.1	319.2	-1
152	153	319.2	321.3	0
153	156	321.3	327.6	-1
156	161	327.6	338.1	0
161	164	338.1	344.40000000000003	1
164	166	344.40000000000003	348.6	0
166	172	348.6	361.2	1
172	179	361.2	375.90000000000003	0
179	185	375.90000000000003	388.5	-1
185	188	388.5	394.8	0
188	203	394.8	426.3	-1
203	208	426.3	436.8	0
208	209	436.8	438.90000000000003	-1
209	214	438.90000000000003	449.40000000000003	1
214	215	449.40000000000003	451.5	0
215	221	451.5	464.1	-1
221	226	464.1	474.6	0
226	232	474.6	487.20000000000005	-1
232	233	487.20000000000005	489.3	0
233	238	489.3	499.8	1
238	239	499.8	501.90000000000003	0
239	241	501.90000000000003	506.1	-1
241	245	506.1	514.5	0
245	248	514.5	520.8000000000001	1
248	255	520.8000000000001	535.5	0
255	256	535.5	537.6	1
256	268	537.6	562.8000000000001	0
268	273	562.8000000000001	573.3000000000001	1
273	275	573.3000000000001	577.5	0
275	280	577.5	588.0	1
280	281	588.0	590.1	0
281	286	590.1	600.6	1
