start_tr	end_tr	start_s	end_s	label_ternary
0	2	0.0	4.2	1
2	4	4.2	8.4	0
4	15	8.4	31.5	1
15	18	31.5	37.800000000000004	0
18	38	37.800000000000004	79.8	1
38	39	79.8	81.9	0
39	44	81.9	92.4	-1
44	50	92.4	105.0	0
50	60	105.0	126.0	1
60	62	126.0	130.20000000000002	0
62	67	130.20000000000002	140.70000000000002	1
67	71	140.70000000000002	149.1	0
71	76	149.1	159.6	1
76	81	159.6	170.1	0
81	89	170.1	186.9	1
89	90	186.9	189.0	0
90	95	189.0	199.5	-1
95	96	199.5	201.60000000000002	0
96	103	201.60000000000002	216.3	1
103	106	216.3	222.60000000000002	0
106	110	222.60000000000002	231.0	-1
110	113	231.0	237.3	0
113	121	237.3	254.10000000000002	1
121	123	254.10000000000002	258.3	0
123	125	258.3	262.5	-1
125	126	262.5	264.6	0
126	129	264.6	270.90000000000003	-1
129	130	270.90000000000003	273.0	0
130	131	273.0	275.1	-1
131	133	275.1	279.3	0
133	138	279.3	289.8	1
138	143	289.8	300.3	0
143	157	300.3	329.7	-1
157	161	329.7	338.1	0
161	170	338.1	357.0	-1
170	171	357.0	359.1	0
171	172	359.1	361.2	1
172	173	361.2	363.3	0
173	174	363.3	365.40000000000003	1
174	178	365.40000000000003	373.8	0
178	193	373.8	405.3	-1
193	197	405.3	413.70000000000005	0
197	207	413.70000000000005	434.70000000000005	-1
207	220	434.70000000000005	462.0	0
220	221	462.0	464.1	1
221	223	464.1	468.3	0
223	228	468.3	478.8	-1
228	230	478.8	483.0	0
230	232	483.0	487.20000000000005	1
232	235	487.20000000000005	493.5	0
235	238	493.5	499.8	-1
238	243	499.8	510.3	0
243	244	510.3	512.4	-1
244	245	512.4	514.5	0
245	254	514.5	533.4	-1
254	260	533.4	546.0	0
