start_tr	end_tr	start_s	end_s	label_ternary
0	3	0.0	6.300000000000001	1
3	4	6.300000000000001	8.4	0
4	9	8.4	18.900000000000002	1
9	11	18.900000000000002	23.1	0
11	20	23.1	42.0	1
20	22	42.0	46.2	0
22	23	46.2	48.300000000000004	-1
23	25	48.300000000000004	52.5	0
25	29	52.5	60.900000000000006	-1
29	30	60.900000000000006	63.0	0
30	35	63.0	73.5	1
35	37	73.5	77.7	0
37	38	77.7	79.8	1
38	43	79.8	90.3	0
43	51	90.3	107.10000000000001	1
51	56	107.10000000000001	117.60000000000001	0
56	61	117.60000000000001	128.1	1
61	63	128.1	132.3	0
63	100	132.3	210.0	-1
100	102	210.0	214.20000000000002	0
102	103	214.20000000000002	216.3	1
103	104	216.3	218.4	0
104	105	218.4	220.5	1
105	108	220.5	226.8	0
108	135	226.8	283.5	-1
135	137	283.5	287.7	0
137	140	287.7	294.0	1
140	142	294.0	298.2	0
142	143	298.2	300.3	-1
143	152	300.3	319.2	0
152	153	319.2	321.3	1
153	155	321.3	325.5	0
155	161	325.5	338.1	1
161	170	338.1	357.0	0
170	172	357.0	361.2	-1
172	175	361.2	367.5	0
175	176	367.5	369.6	1
176	178	369.6	373.8	0
178	194	373.8	407.40000000000003	1
194	201	407.40000000000003	422.1	0
201	204	422.1	428.40000000000003	-1
204	207	428.40000000000003	434.70000000000005	0
207	209	434.70000000000005	438.90000000000003	1
209	214	438.90000000000003	449.40000000000003	0
214	218	449.40000000000003	457.8	-1
218	222	457.8	466.20000000000005	0
222	223	466.20000000000005	468.3	-1
223	227	468.3	476.70000000000005	0
227	232	476.70000000000005	487.20000000000005	1
232	233	487.20000000000005	489.3	0
233	237	489.3	497.70000000000005	-1
237	240	497.70000000000005	504.0	0
240	244	504.0	512.4	1
244	246	512.4	516.6	0
246	247	516.6	518.7	1
247	248	518.7	520.8000000000001	0
248	255	520.8000000000001	535.5	1
