start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	1
1	5	2.1	10.5	-1
5	6	10.5	12.600000000000001	1
6	8	12.600000000000001	16.8	0
8	9	16.8	18.900000000000002	-1
9	12	18.900000000000002	25.200000000000003	0
12	25	25.200000000000003	52.5	1
25	32	52.5	67.2	0
32	33	67.2	69.3	1
33	42	69.3	88.2	0
42	44	88.2	92.4	1
44	46	92.4	96.60000000000001	0
46	48	96.60000000000001	100.80000000000001	-1
48	49	100.80000000000001	102.9	0
49	52	102.9	109.2	1
52	53	109.2	111.30000000000001	0
53	58	111.30000000000001	121.80000000000001	1
58	59	121.80000000000001	123.9	0
59	66	123.9	138.6	-1
66	67	138.6	140.70000000000002	0
67	72	140.70000000000002	151.20000000000002	1
72	73	151.20000000000002	153.3	0
73	74	153.3	155.4	-1
74	76	155.4	159.6	0
76	78	159.6	163.8	1
78	80	163.8	168.0	0
80	83	168.0	174.3	-1
83	85	174.3	178.5	0
85	90	178.5	189.0	1
90	92	189.0	193.20000000000002	0
92	93	193.20000000000002	195.3	-1
93	94	195.3	197.4	0
94	96	197.4	201.60000000000002	-1
96	98	201.60000000000002	205.8	0
98	107	205.8	224.70000000000002	-1
107	110	224.70000000000002	231.0	0
110	117	231.0	245.70000000000002	1
117	120	245.70000000000002	252.0	0
120	122	252.0	256.2	1
122	124	256.2	260.40000000000003	0
124	129	260.40000000000003	270.90000000000003	-1
129	130	270.90000000000003	273.0	0
130	132	273.0	277.2	-1
132	134	277.2	281.40000000000003	0
134	135	281.40000000000003	283.5	-1
135	143	283.5	300.3	0
143	147	300.3	308.7	1
147	148	308.7	310.8	0
148	151	310.8	317.1	-1
151	152	317.1	319.2	0
152	156	319.2	327.6	-1
156	161	327.6	338.1	1
161	165	338.1	346.5	0
165	177	346.5	371.7	-1
177	178	371.7	373.8	0
178	180	373.8	378.0	-1
180	181	378.0	380.1	0
181	183	380.1	384.3	-1
183	188	384.3	394.8	1
188	203	394.8	426.3	-1
203	206	426.3	432.6	0
206	212	432.6	445.20000000000005	1
212	215	445.20000000000005	451.5	0
215	216	451.5	453.6	-1
216	217	453.6	455.70000000000005	0
217	232	455.70000000000005	487.20000000000005	-1
232	235	487.20000000000005	493.5	0
235	241	493.5	506.1	1
241	243	506.1	510.3	0
243	252	510.3	529.2	1
252	254	529.2	533.4	0
254	255	533.4	535.5	-1
255	257	535.5	539.7	0
257	258	539.7	541.8000000000001	1
258	261	541.8000000000001	548.1	0
261	262	548.1	550.2	1
262	263	550.2	552.3000000000001	0
263	264	552.3000000000001	554.4	1
264	266	554.4	558.6	0
266	267	558.6	560.7	-1
267	268	560.7	562.8000000000001	1
268	276	562.8000000000001	579.6	0
276	284	579.6	596.4	1
