fmri_tr_index	t_start_s	t_end_s	vigilance_score	label_ternary
0	0.0	2.1	0.010529923541001927	-1
1	2.1	4.2	0.008476572830097336	-1
2	4.2	6.300000000000001	0.006074631836477057	-1
3	6.300000000000001	8.4	0.012120459396028396	-1
4	8.4	10.5	0.015127711149899647	-1
5	10.5	12.600000000000001	0.019031227562999842	0
6	12.600000000000001	14.700000000000001	0.01902049884341879	0
7	14.700000000000001	16.8	0.017455169933188307	0
8	16.8	18.900000000000002	0.014842154575937145	-1
9	18.900000000000002	21.0	0.013759675309021583	-1
10	21.0	23.1	0.012071770050634947	-1
11	23.1	25.200000000000003	0.012233882760979871	-1
12	25.200000000000003	27.3	0.017037711408989454	0
13	27.3	29.400000000000002	0.015809611662870173	-1
14	29.400000000000002	31.5	0.017536505226503348	0
15	31.5	33.6	0.01818960370075496	0
16	33.6	35.7	0.01707156286831439	0
17	35.7	37.800000000000004	0.01267068194540222	-1
18	37.800000000000004	39.9	0.011697545465889367	-1
19	39.9	42.0	0.017999985653005708	0
20	42.0	44.1	0.018565503508104663	0
21	44.1	46.2	0.01809831097372167	0
22	46.2	48.300000000000004	0.0214004139112881	0
23	48.300000000000004	50.400000000000006	0.022626731094259934	1
24	50.400000000000006	52.5	0.016882669460390902	0
25	52.5	54.6	0.01757880930729122	0
26	54.6	56.7	0.01796785098228423	0
27	56.7	58.800000000000004	0.015843411202739268	-1
28	58.800000000000004	60.900000000000006	0.017758445400187298	0
29	60.900000000000006	63.0	0.019753921016922724	0
30	63.0	65.10000000000001	0.018460638044399503	0
31	65.10000000000001	67.2	0.019599380520981816	0
32	67.2	69.3	0.018824836498580414	0
33	69.3	71.4	0.016609289259027986	-1
34	71.4	73.5	0.013244691763955945	-1
35	73.5	75.60000000000001	0.014069546405553657	-1
36	75.60000000000001	77.7	0.01354245340647757	-1
37	77.7	79.8	0.013214577680555608	-1
38	79.8	81.9	0.015251057081795198	-1
39	81.9	84.0	0.017324764303919132	0
40	84.0	86.10000000000001	0.023194583070046307	1
41	86.10000000000001	88.2	0.023279227845135222	1
42	88.2	90.3	0.02468585131122661	1
43	90.3	92.4	0.022946419500777106	1
44	92.4	94.5	0.023819747523432144	1
45	94.5	96.60000000000001	0.018095331190572377	0
46	96.60000000000001	98.7	0.02188433976260161	1
47	98.7	100.80000000000001	0.021046495924978415	0
48	100.80000000000001	102.9	0.025801125390628784	1
49	102.9	105.0	0.023571969606101018	1
50	105.0	107.10000000000001	0.029310345370324585	1
51	107.10000000000001	109.2	0.024895207510042518	1
52	109.2	111.30000000000001	0.03554332042955988	1
53	111.30000000000001	113.4	0.03185483147575411	1
54	113.4	115.5	0.03792798182681006	1
55	115.5	117.60000000000001	0.034898536494384444	1
56	117.60000000000001	119.7	0.03588875775486559	1
57	119.7	121.80000000000001	0.025807684604592863	1
58	121.80000000000001	123.9	0.02425252071620982	1
59	123.9	126.0	0.01630125696610098	-1
60	126.0	128.1	0.011578005262150401	-1
61	128.1	130.20000000000002	0.013882450936512894	-1
62	130.20000000000002	132.3	0.013477584147268478	-1
63	132.3	134.4	0.013364546876287818	-1
64	134.4	136.5	0.014579487279930598	-1
65	136.5	138.6	0.017828511995164192	0
66	138.6	140.70000000000002	0.019456504954332363	0
67	140.70000000000002	142.8	0.01946206923692739	0
68	142.8	144.9	0.019535109470933343	0
69	144.9	147.0	0.020168108775254188	0
70	147.0	149.1	0.02145383754284234	1
71	149.1	151.20000000000002	0.020507428675610385	0
72	151.20000000000002	153.3	0.019685001850506964	0
73	153.3	155.4	0.020390650078766497	0
74	155.4	157.5	0.02459013480782462	1
75	157.5	159.6	0.025569717811278668	1
76	159.6	161.70000000000002	0.02162106241712593	1
77	161.70000000000002	163.8	0.021998581493596132	1
78	163.8	165.9	0.021470414159272033	1
79	165.9	168.0	0.015557760761998694	-1
80	168.0	170.1	0.012676715419526165	-1
81	170.1	172.20000000000002	0.01727227485691275	0
82	172.20000000000002	174.3	0.018123713108645276	0
83	174.3	176.4	0.01803289289834168	0
84	176.4	178.5	0.01845148405455539	0
85	178.5	180.6	0.016180017801852683	-1
86	180.6	182.70000000000002	0.012403436224891425	-1
87	182.70000000000002	184.8	0.01226256968790548	-1
88	184.8	186.9	0.012866509691148404	-1
89	186.9	189.0	0.021660459794177085	1
90	189.0	191.1	0.02458380952771803	1
91	191.1	193.20000000000002	0.025981584855665214	1
92	193.20000000000002	195.3	0.027459411803469787	1
93	195.3	197.4	0.027995853705418017	1
94	197.4	199.5	0.022852839519064007	1
95	199.5	201.60000000000002	0.020041161387891297	0
96	201.60000000000002	203.70000000000002	0.021952225590363937	1
97	203.70000000000002	205.8	0.02354441901370789	1
98	205.8	207.9	0.024026314545587665	1
99	207.9	210.0	0.020381976196887745	0
100	210.0	212.10000000000002	0.02243484749874799	1
101	212.10000000000002	214.20000000000002	0.019626151730531907	0
102	214.20000000000002	216.3	0.02679708311114417	1
103	216.3	218.4	0.02544345844825734	1
104	218.4	220.5	0.025646800497506277	1
105	220.5	222.60000000000002	0.030686502846908298	1
106	222.60000000000002	224.70000000000002	0.031723124247995026	1
107	224.70000000000002	226.8	0.021184014060137753	0
108	226.8	228.9	0.0199013642711333	0
109	228.9	231.0	0.02828025072752343	1
110	231.0	233.10000000000002	0.021200378089867113	0
111	233.10000000000002	235.20000000000002	0.020583961428515565	0
112	235.20000000000002	237.3	0.022338410212372643	1
113	237.3	239.4	0.02422966894760719	1
114	239.4	241.5	0.017815129913295463	0
115	241.5	243.60000000000002	0.02293773276821326	1
116	243.60000000000002	245.70000000000002	0.022599669005184807	1
117	245.70000000000002	247.8	0.024099203855828415	1
118	247.8	249.9	0.02430057812329723	1
119	249.9	252.0	0.022976418362368148	1
120	252.0	254.10000000000002	0.01850889608196878	0
121	254.10000000000002	256.2	0.018703604191730176	0
122	256.2	258.3	0.017445460972382115	0
123	258.3	260.40000000000003	0.022317665539035955	1
124	260.40000000000003	262.5	0.02204192178128485	1
125	262.5	264.6	0.021465095624876838	1
126	264.6	266.7	0.022186014248455167	1
127	266.7	268.8	0.0197291851590138	0
128	268.8	270.90000000000003	0.015174417834019755	-1
129	270.90000000000003	273.0	0.0167359945698359	-1
130	273.0	275.1	0.017324603756513075	0
131	275.1	277.2	0.015814573999506108	-1
132	277.2	279.3	0.01685768659215993	0
133	279.3	281.40000000000003	0.016140811944089273	-1
134	281.40000000000003	283.5	0.015336923185814314	-1
135	283.5	285.6	0.017466904745404264	0
136	285.6	287.7	0.019487377245471053	0
137	287.7	289.8	0.01895119402715714	0
138	289.8	291.90000000000003	0.02134410338323496	0
139	291.90000000000003	294.0	0.023346998459939927	1
140	294.0	296.1	0.024033083618180094	1
141	296.1	298.2	0.021330446778910113	0
142	298.2	300.3	0.022364910554387198	1
143	300.3	302.40000000000003	0.019292411251209503	0
144	302.40000000000003	304.5	0.01953193407583528	0
145	304.5	306.6	0.016059283188100605	-1
146	306.6	308.7	0.023012670897496854	1
147	308.7	310.8	0.02423853629668435	1
148	310.8	312.90000000000003	0.02494452867436725	1
149	312.90000000000003	315.0	0.023207189807720262	1
150	315.0	317.1	0.0264592241795961	1
151	317.1	319.2	0.021036754550684492	0
152	319.2	321.3	0.01799965250371481	0
153	321.3	323.40000000000003	0.016532849712831383	-1
154	323.40000000000003	325.5	0.017451034043852766	0
155	325.5	327.6	0.015535243089303184	-1
156	327.6	329.7	0.01398322826846463	-1
157	329.7	331.8	0.013648204608231457	-1
158	331.8	333.90000000000003	0.015282806268002658	-1
159	333.90000000000003	336.0	0.014066079694641057	-1
160	336.0	338.1	0.014289140094243067	-1
161	338.1	340.2	0.015503916035526144	-1
162	340.2	342.3	0.020501277249578894	0
163	342.3	344.40000000000003	0.018728656083597955	0
164	344.40000000000003	346.5	0.017204563579851204	0
165	346.5	348.6	0.018469503916869006	0
166	348.6	350.7	0.02314061791858128	1
167	350.7	352.8	0.018730782242425834	0
168	352.8	354.90000000000003	0.020480645868102047	0
169	354.90000000000003	357.0	0.019856033347487517	0
170	357.0	359.1	0.025633444545978327	1
171	359.1	361.2	0.01992336467558796	0
172	361.2	363.3	0.020184248578532998	0
173	363.3	365.40000000000003	0.02135853603851314	0
174	365.40000000000003	367.5	0.023844874904264943	1
175	367.5	369.6	0.01740016207321893	0
176	369.6	371.7	0.03071980310456394	1
177	371.7	373.8	0.031929239101218865	1
178	373.8	375.90000000000003	0.03113749638132453	1
179	375.90000000000003	378.0	0.02826203773835545	1
180	378.0	380.1	0.026316044274734662	1
181	380.1	382.2	0.01357866203148659	-1
182	382.2	384.3	0.01213739884574221	-1
183	384.3	386.40000000000003	0.013337407364082704	-1
184	386.40000000000003	388.5	0.018730350293386634	0
185	388.5	390.6	0.018782255110599368	0
186	390.6	392.7	0.020108535083162543	0
187	392.7	394.8	0.020031015032045914	0
188	394.8	396.90000000000003	0.017036880158475473	0
189	396.90000000000003	399.0	0.012162048691179815	-1
190	399.0	401.1	0.01106612159787117	-1
191	401.1	403.20000000000005	0.009321180152222663	-1
192	403.20000000000005	405.3	0.00923138491612762	-1
193	405.3	407.40000000000003	0.013108053637195045	-1
194	407.40000000000003	409.5	0.017076872742060205	0
195	409.5	411.6	0.017477174988107837	0
196	411.6	413.70000000000005	0.018104225738482752	0
197	413.70000000000005	415.8	0.018125908937522493	0
198	415.8	417.90000000000003	0.01511924763774553	-1
199	417.90000000000003	420.0	0.012206770779938708	-1
200	420.0	422.1	0.012895510382313773	-1
201	422.1	424.20000000000005	0.015466228564199607	-1
202	424.20000000000005	426.3	0.0193848173063694	0
203	426.3	428.40000000000003	0.022042327218794892	1
204	428.40000000000003	430.5	0.025353219375320712	1
205	430.5	432.6	0.028327580344643725	1
206	432.6	434.70000000000005	0.030076906623128733	1
207	434.70000000000005	436.8	0.032092146569091595	1
208	436.8	438.90000000000003	0.04066669267386288	1
209	438.90000000000003	441.0	0.04459346360328126	1
210	441.0	443.1	0.04106767556276295	1
211	443.1	445.20000000000005	0.036519730792552274	1
212	445.20000000000005	447.3	0.030565560464556787	1
213	447.3	449.40000000000003	0.02023655921054889	0
214	449.40000000000003	451.5	0.0125679072456946	-1
215	451.5	453.6	0.012715249923464457	-1
216	453.6	455.70000000000005	0.012195273611740175	-1
217	455.70000000000005	457.8	0.01195460592649628	-1
218	457.8	459.90000000000003	0.01182706075045788	-1
219	459.90000000000003	462.0	0.011517011462800283	-1
220	462.0	464.1	0.0124813260342851	-1
221	464.1	466.20000000000005	0.012163721574937116	-1
222	466.20000000000005	468.3	0.014019061015774364	-1
223	468.3	470.40000000000003	0.013097938625221602	-1
224	470.40000000000003	472.5	0.014133013917082977	-1
225	472.5	474.6	0.013064321578520811	-1
226	474.6	476.70000000000005	0.01970638999273421	0
227	476.70000000000005	478.8	0.020629730905485706	0
228	478.8	480.90000000000003	0.02153772400385218	1
229	480.90000000000003	483.0	0.02058451262542876	0
230	483.0	485.1	0.02182133392786819	1
231	485.1	487.20000000000005	0.0169206330103456	0
232	487.20000000000005	489.3	0.01353328775201802	-1
233	489.3	491.40000000000003	0.011646321746843932	-1
234	491.40000000000003	493.5	0.012409315473452552	-1
235	493.5	495.6	0.01204288415994222	-1
236	495.6	497.70000000000005	0.011003114009775893	-1
237	497.70000000000005	499.8	0.012426088187405503	-1
238	499.8	501.90000000000003	0.01543615491248379	-1
239	501.90000000000003	504.0	0.01453826704893509	-1
240	504.0	506.1	0.0214975066737233	1
241	506.1	508.20000000000005	0.022773424358466837	1
242	508.20000000000005	510.3	0.023002125118676588	1
243	510.3	512.4	0.022992352058129707	1
244	512.4	514.5	0.02499216333908241	1
245	514.5	516.6	0.01761541040844697	0
246	516.6	518.7	0.015536849823810713	-1
247	518.7	520.8000000000001	0.014561860823605673	-1
248	520.8000000000001	522.9	0.011199107202626658	-1
249	522.9	525.0	0.009237426841993685	-1
250	525.0	527.1	0.009149487579826542	-1
251	527.1	529.2	0.010232372304332386	-1
252	529.2	531.3000000000001	0.010090742794744003	-1
