start_tr	end_tr	start_s	end_s	label_ternary
0	1	0.0	2.1	0
1	5	2.1	10.5	-1
5	7	10.5	14.700000000000001	1
7	9	14.700000000000001	18.900000000000002	0
9	14	18.900000000000002	29.400000000000002	1
14	15	29.400000000000002	31.5	0
15	16	31.5	33.6	1
16	17	33.6	35.7	0
17	20	35.7	42.0	1
20	23	42.0	48.300000000000004	0
23	31	48.300000000000004	65.10000000000001	1
31	32	65.10000000000001	67.2	0
32	33	67.2	69.3	1
33	36	69.3	75.60000000000001	0
36	40	75.60000000000001	84.0	1
40	42	84.0	88.2	0
42	43	88.2	90.3	1
43	45	90.3	94.5	0
45	47	94.5	98.7	1
47	48	98.7	100.80000000000001	0
48	50	100.80000000000001	105.0	1
50	53	105.0	111.30000000000001	0
53	58	111.30000000000001	121.80000000000001	-1
58	61	121.80000000000001	128.1	0
61	62	128.1	130.20000000000002	-1
62	64	130.20000000000002	134.4	0
64	65	134.4	136.5	1
65	66	136.5	138.6	0
66	67	138.6	140.70000000000002	1
67	69	140.70000000000002	144.9	0
69	74	144.9	155.4	-1
74	76	155.4	159.6	0
76	77	159.6	161.70000000000002	-1
77	79	161.70000000000002	165.9	0
79	80	165.9	168.0	-1
80	83	168.0	174.3	0
83	85	174.3	178.5	1
85	87	178.5	182.70000000000002	0
87	98	182.70000000000002	205.8	1
98	101	205.8	212.10000000000002	-1
101	102	212.10000000000002	214.20000000000002	0
102	106	214.20000000000002	222.60000000000002	1
106	107	222.60000000000002	224.70000000000002	0
107	109	224.70000000000002	228.9	-1
109	114	228.9	239.4	0
114	118	239.4	247.8	-1
118	121	247.8	254.10000000000002	0
121	140	254.10000000000002	294.0	-1
140	143	294.0	300.3	0
143	145	300.3	304.5	1
145	148	304.5	310.8	0
148	151	310.8	317.1	-1
151	154	317.1	323.40000000000003	0
154	159	323.40000000000003	333.90000000000003	1
159	160	333.90000000000003	336.0	0
160	161	336.0	338.1	-1
161	162	338.1	340.2	0
162	164	340.2	344.40000000000003	-1
164	166	344.40000000000003	348.6	0
166	169	348.6	354.90000000000003	1
169	171	354.90000000000003	359.1	0
171	172	359.1	361.2	-1
172	173	361.2	363.3	0
173	176	363.3	369.6	-1
176	179	369.6	375.90000000000003	0
179	193	375.90000000000003	405.3	1
193	194	405.3	407.40000000000003	0
194	195	407.40000000000003	409.5	-1
195	200	409.5	420.0	1
200	209	420.0	438.90000000000003	0
209	215	438.90000000000003	451.5	-1
215	220	451.5	462.0	1
220	226	462.0	474.6	0
226	227	474.6	476.70000000000005	1
227	229	476.70000000000005	480.90000000000003	0
229	242	480.90000000000003	508.20000000000005	-1
242	243	508.20000000000005	510.3	0
243	244	510.3	512.4	-1
244	245	512.4	514.5	0
245	246	514.5	516.6	1
246	247	516.6	518.7	0
247	250	518.7	525.0	1
250	251	525.0	527.1	-1
251	252	527.1	529.2	1
252	254	529.2	533.4	0
254	256	533.4	537.6	1
256	258	537.6	541.8000000000001	-1
258	259	541.8000000000001	543.9	0
259	271	543.9	569.1	-1
271	273	569.1	573.3000000000001	0
273	274	573.3000000000001	575.4	1
274	275	575.4	577.5	0
