start_tr	end_tr	start_s	end_s	label_ternary
0	4	0.0	8.4	-1
4	6	8.4	12.600000000000001	0
6	16	12.600000000000001	33.6	-1
16	17	33.6	35.7	0
17	24	35.7	50.400000000000006	-1
24	26	50.400000000000006	54.6	0
26	31	54.6	65.10000000000001	1
31	32	65.10000000000001	67.2	-1
32	40	67.2	84.0	1
40	46	84.0	96.60000000000001	0
46	49	96.60000000000001	102.9	1
49	51	102.9	107.10000000000001	0
51	52	107.10000000000001	109.2	-1
52	62	109.2	130.20000000000002	0
62	63	130.20000000000002	132.3	1
63	65	132.3	136.5	0
65	66	136.5	138.6	1
66	72	138.6	151.20000000000002	0
72	74	151.20000000000002	155.4	1
74	76	155.4	159.6	0
76	77	159.6	161.70000000000002	-1
77	78	161.70000000000002	163.8	0
78	81	163.8	170.1	-1
81	82	170.1	172.20000000000002	0
82	83	172.20000000000002	174.3	-1
83	84	174.3	176.4	0
84	88	176.4	184.8	1
88	89	184.8	186.9	0
89	94	186.9	197.4	-1
94	100	197.4	210.0	0
100	101	210.0	212.10000000000002	1
101	103	212.10000000000002	216.3	0
103	109	216.3	228.9	1
109	111	228.9	233.10000000000002	0
111	112	233.10000000000002	235.20000000000002	-1
112	132	235.20000000000002	277.2	1
132	133	277.2	279.3	0
133	134	279.3	281.40000000000003	1
134	136	281.40000000000003	285.6	0
136	149	285.6	312.90000000000003	1
149	153	312.90000000000003	321.3	0
153	161	321.3	338.1	-1
161	163	338.1	342.3	0
163	164	342.3	344.40000000000003	-1
164	169	344.40000000000003	354.90000000000003	0
169	170	354.90000000000003	357.0	-1
170	171	357.0	359.1	0
171	174	359.1	365.40000000000003	1
174	175	365.40000000000003	367.5	0
175	182	367.5	382.2	-1
182	187	382.2	392.7	1
187	189	392.7	396.90000000000003	0
189	191	396.90000000000003	401.1	1
191	194	401.1	407.40000000000003	0
194	199	407.40000000000003	417.90000000000003	-1
199	200	417.90000000000003	420.0	0
200	207	420.0	434.70000000000005	1
207	210	434.70000000000005	441.0	0
210	223	441.0	468.3	-1
223	227	468.3	476.70000000000005	0
227	232	476.70000000000005	487.20000000000005	1
232	233	487.20000000000005	489.3	0
233	235	489.3	493.5	-1
235	238	493.5	499.8	0
238	243	499.8	510.3	-1
243	245	510.3	514.5	0
245	251	514.5	527.1	-1
251	258	527.1	541.8000000000001	0
258	259	541.8000000000001	543.9	-1
259	260	543.9	546.0	0
260	264	546.0	554.4	-1
