start_tr	end_tr	start_s	end_s	label_ternary
0	5	0.0	10.5	-1
5	6	10.5	12.600000000000001	0
6	16	12.600000000000001	33.6	-1
16	24	33.6	50.400000000000006	0
24	26	50.400000000000006	54.6	1
26	28	54.6	58.800000000000004	0
28	30	58.800000000000004	63.0	1
30	31	63.0	65.10000000000001	0
31	34	65.10000000000001	71.4	1
34	35	71.4	73.5	0
35	36	73.5	75.60000000000001	1
36	38	75.60000000000001	79.8	0
38	43	79.8	90.3	1
43	48	90.3	100.80000000000001	0
48	50	100.80000000000001	105.0	1
50	52	105.0	109.2	0
52	60	109.2	126.0	1
60	66	126.0	138.6	-1
66	71	138.6	149.1	0
71	72	149.1	151.20000000000002	-1
72	75	151.20000000000002	157.5	0
75	84	157.5	176.4	1
84	85	176.4	178.5	0
85	91	178.5	191.1	-1
91	94	191.1	197.4	0
94	97	197.4	203.70000000000002	1
97	99	203.70000000000002	207.9	0
99	101	207.9	212.10000000000002	1
101	104	212.10000000000002	218.4	0
104	105	218.4	220.5	-1
105	109	220.5	228.9	0
109	125	228.9	262.5	1
125	127	262.5	266.7	0
127	132	266.7	277.2	1
132	133	277.2	279.3	0
133	137	279.3	287.7	-1
137	141	287.7	296.1	0
141	142	296.1	298.2	-1
142	146	298.2	306.6	0
146	155	306.6	325.5	-1
155	160	325.5	336.0	0
160	165	336.0	346.5	1
165	167	346.5	350.7	0
167	174	350.7	365.40000000000003	-1
174	175	365.40000000000003	367.5	0
175	177	367.5	371.7	-1
177	180	371.7	378.0	0
180	181	378.0	380.1	1
181	182	380.1	382.2	0
182	183	382.2	384.3	-1
183	185	384.3	388.5	0
185	188	388.5	394.8	1
188	190	394.8	399.0	0
190	191	399.0	401.1	-1
191	198	401.1	415.8	1
198	199	415.8	417.90000000000003	0
199	201	417.90000000000003	422.1	-1
201	202	422.1	424.20000000000005	0
202	208	424.20000000000005	436.8	1
208	209	436.8	438.90000000000003	0
209	216	438.90000000000003	453.6	-1
216	218	453.6	457.8	0
218	224	457.8	470.40000000000003	1
224	226	470.40000000000003	474.6	0
226	228	474.6	478.8	1
228	230	478.8	483.0	0
230	231	483.0	485.1	1
231	232	485.1	487.20000000000005	-1
232	234	487.20000000000005	491.40000000000003	0
234	240	491.40000000000003	504.0	1
240	241	504.0	506.1	0
241	242	506.1	508.20000000000005	-1
242	247	508.20000000000005	518.7	0
247	249	518.7	522.9	-1
249	252	522.9	529.2	0
252	253	529.2	531.3000000000001	-1
253	254	531.3000000000001	533.4	0
254	257	533.4	539.7	-1
257	258	539.7	541.8000000000001	0
258	264	541.8000000000001	554.4	-1
264	265	554.4	556.5	0
265	266	556.5	558.6	-1
266	268	558.6	562.8000000000001	0
268	270	562.8000000000001	567.0	-1
270	271	567.0	569.1	0
271	278	569.1	583.8000000000001	-1
278	280	583.8000000000001	588.0	0
280	288	588.0	604.8000000000001	-1
