fmri_tr_index	t_start_s	t_end_s	vigilance_score	label_ternary
0	0.0	2.1	0.03451322597934341	-1
1	2.1	4.2	0.026970538530574253	-1
2	4.2	6.300000000000001	0.01891414570974814	-1
3	6.300000000000001	8.4	0.005384777567822545	-1
4	8.4	10.5	0.005384792598681049	-1
5	10.5	12.600000000000001	0.015142778334481865	-1
6	12.600000000000001	14.700000000000001	0.014596657399269762	-1
7	14.700000000000001	16.8	0.03697251456963248	-1
8	16.8	18.900000000000002	0.04375131989584645	0
9	18.900000000000002	21.0	0.05054287383538944	1
10	21.0	23.1	0.04814275156960974	1
11	23.1	25.200000000000003	0.0501765888928688	1
12	25.200000000000003	27.3	0.03349734702694139	-1
13	27.3	29.400000000000002	0.050226873080238474	1
14	29.400000000000002	31.5	0.05088591313369761	1
15	31.5	33.6	0.04944006508720216	1
16	33.6	35.7	0.05089127129514805	1
17	35.7	37.800000000000004	0.05954393965816471	1
18	37.800000000000004	39.9	0.04458680250342989	0
19	39.9	42.0	0.0485238894413863	1
20	42.0	44.1	0.04941011233441778	1
21	44.1	46.2	0.05057034653705549	1
22	46.2	48.300000000000004	0.04465801470536692	0
23	48.300000000000004	50.400000000000006	0.062131379704356296	1
24	50.400000000000006	52.5	0.06034805151775683	1
25	52.5	54.6	0.06300988043310066	1
26	54.6	56.7	0.06499781644198738	1
27	56.7	58.800000000000004	0.06722144912025743	1
28	58.800000000000004	60.900000000000006	0.04984286206112578	1
29	60.900000000000006	63.0	0.04622199776605474	1
30	63.0	65.10000000000001	0.0424005521714187	0
31	65.10000000000001	67.2	0.03979068620821069	0
32	67.2	69.3	0.03530327296825461	-1
33	69.3	71.4	0.0344728129557009	-1
34	71.4	73.5	0.03643699882919969	-1
35	73.5	75.60000000000001	0.04207632936887165	0
36	75.60000000000001	77.7	0.03952843911678099	0
37	77.7	79.8	0.0389544558880925	0
38	79.8	81.9	0.038761044773247585	0
39	81.9	84.0	0.06307763440772682	1
40	84.0	86.10000000000001	0.06049397314993201	1
41	86.10000000000001	88.2	0.06755860774130347	1
42	88.2	90.3	0.0723219900743447	1
43	90.3	92.4	0.08235919384015464	1
44	92.4	94.5	0.05909177327330135	1
45	94.5	96.60000000000001	0.06264896285825303	1
46	96.60000000000001	98.7	0.05590407468689677	1
47	98.7	100.80000000000001	0.06190762013947966	1
48	100.80000000000001	102.9	0.08200302241071937	1
49	102.9	105.0	0.0801478747502357	1
50	105.0	107.10000000000001	0.0807801431567471	1
51	107.10000000000001	109.2	0.08042173589156754	1
52	109.2	111.30000000000001	0.06937795072800777	1
53	111.30000000000001	113.4	0.05564762971927568	1
54	113.4	115.5	0.05659729675257125	1
55	115.5	117.60000000000001	0.06947237240857723	1
56	117.60000000000001	119.7	0.06932310288377108	1
57	119.7	121.80000000000001	0.07571418590327038	1
58	121.80000000000001	123.9	0.05678236799280408	1
59	123.9	126.0	0.054514259149241864	1
60	126.0	128.1	0.0341595824152426	-1
61	128.1	130.20000000000002	0.03515070392245996	-1
62	130.20000000000002	132.3	0.02989772603198538	-1
63	132.3	134.4	0.03155885146199193	-1
64	134.4	136.5	0.03099930098157145	-1
65	136.5	138.6	0.032157976967686214	-1
66	138.6	140.70000000000002	0.030660620461810225	-1
67	140.70000000000002	142.8	0.03009337205830938	-1
68	142.8	144.9	0.029406703095049107	-1
69	144.9	147.0	0.03845394696560221	0
70	147.0	149.1	0.04514795745925672	0
71	149.1	151.20000000000002	0.04967853835898031	1
72	151.20000000000002	153.3	0.050078128623085756	1
73	153.3	155.4	0.05033726287436717	1
74	155.4	157.5	0.04130461275674896	0
75	157.5	159.6	0.03207942494289275	-1
76	159.6	161.70000000000002	0.027159954374051404	-1
77	161.70000000000002	163.8	0.02949678349869598	-1
